CLAVE,CAT_MANEJO,NOM_ANP,TIPO_POL,NOM_POLIG,FEC_DECRET,ESTADO,MUNICIPIO,CAT_UICN,FUENTE,SUP_DECRE,HECTARES,SUPTER_CAL,SUPMAR_CAL,Has_Ramsar,FID_Concesiones_mineras_Agosto_2012,TITULO,IDENTICO,TITU_DERIV,TITULO_ANT,CLASE,EXPEDIENTE,AGENCIA,NOMBRELOTE,MUNICIPIO_1,ESTAMU,FECHA_SOL,SUPERFICIE,TITULAR,SUST1,SUST2,SUST3,SUST4,SUST5,SUST6,SUST7,SUST8,SUST9,EXPEDICION,VIGENCIA,ISLA,OBSERVA,CONDICION,TIPO_CAN,FECHA_OF,HECTAREAS
No ANP,No. 332 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,RB Ria Lagartos y SANT Playa adyacente a la localidad denominada Rio Largartos,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,31597,Yucatan,"San Felipe, Río Lagartos y Tizimín","Ia, VI","CONANP Pagina WEB, Septiembre 2011",60348,59801.48202,0,0,59801.4820215,8597,197150,,,189471,EXPLOT.,321.42/648,94,ISYSA CINCO,RIO LAGARTOS,YUC.,09/25/1992,486,"INDUSTRIA SALINERA DE YUCATAN, S.A.",SAL,,,,,,,,,08/27/1993,12/04/2040,,,VIGENTE,,,481.337876183
No ANP,No. 332 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,RB Ria Lagartos y SANT Playa adyacente a la localidad denominada Rio Largartos,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,31597,Yucatan,"San Felipe, Río Lagartos y Tizimín","Ia, VI","CONANP Pagina WEB, Septiembre 2011",60348,59801.48202,0,0,59801.4820215,8598,197151,,,189473,EXPLOT.,321.42/646,94,ISYSA TRES,RIO LAGARTOS,YUC.,09/25/1992,500,"INDUSTRIA SALINERA DE YUCATAN, S.A.",SAL,,,,,,,,,08/27/1993,12/04/2040,,,VIGENTE,,,495.150096877
No ANP,No. 332 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,RB Ria Lagartos y SANT Playa adyacente a la localidad denominada Rio Largartos,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,31597,Yucatan,"San Felipe, Río Lagartos y Tizimín","Ia, VI","CONANP Pagina WEB, Septiembre 2011",60348,59801.48202,0,0,59801.4820215,8599,197300,,,111466,EXPLOT.,321.4/2782,94,EMAL Y ANEXA SAN FERNANDO,RIO LAGARTOS,YUC.,09/25/1992,88,"INDUSTRIA SALINERA DE YUCATAN, S.A.",SAL,,,,,,,,,09/03/1993,07/29/2011,,,VIGENTE,,,87.1454813597
No ANP,No. 332 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,RB Ria Lagartos y SANT Playa adyacente a la localidad denominada Rio Largartos,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,31597,Yucatan,"San Felipe, Río Lagartos y Tizimín","Ia, VI","CONANP Pagina WEB, Septiembre 2011",60348,59801.48202,0,0,59801.4820215,8600,198193,,,189472,EXPLOT.,321.42/647,94,ISYSA CUATRO,RIO LAGARTOS,YUC.,09/25/1992,498.1,"INDUSTRIA SALINERA DE YUCATAN, S.A.",SAL,,,,,,,,,11/05/1993,12/04/2040,,,VIGENTE,,,493.227707506
No ANP,No. 332 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,RB Ria Lagartos y SANT Playa adyacente a la localidad denominada Rio Largartos,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,31597,Yucatan,"San Felipe, Río Lagartos y Tizimín","Ia, VI","CONANP Pagina WEB, Septiembre 2011",60348,59801.48202,0,0,59801.4820215,14612,213419,,,,EXPLOR.,0004,113,ISYSA 15,RIO LAGARTOS,YUC.,11/30/1999,6.792,"INDUSTRIA SALINERA DE YUCATAN, S.A.",SAL,,,,,,,,,05/11/2001,05/10/2007,,,VIGENTE,,,6.7263258374
No ANP,No. 332 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,RB Ria Lagartos y SANT Playa adyacente a la localidad denominada Rio Largartos,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,31597,Yucatan,"San Felipe, Río Lagartos y Tizimín","Ia, VI","CONANP Pagina WEB, Septiembre 2011",60348,59801.48202,0,0,59801.4820215,14613,213420,,,,EXPLOR.,0004,113,ISYSA 15 FRACC. I,RIO LAGARTOS,YUC.,11/30/1999,1987,"INDUSTRIA SALINERA DE YUCATAN, S.A.",SAL,,,,,,,,,05/11/2001,05/10/2007,,,VIGENTE,,,1968.15354372
No ANP,No. 332 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,RB Ria Lagartos y SANT Playa adyacente a la localidad denominada Rio Largartos,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,31597,Yucatan,"San Felipe, Río Lagartos y Tizimín","Ia, VI","CONANP Pagina WEB, Septiembre 2011",60348,59801.48202,0,0,59801.4820215,14614,210620,,,,EXPLOR.,0002,113,ISYSA 10,RIO LAGARTOS,YUC.,03/12/1998,1528,"INDUSTRIA SALINERA DE YUCATAN, S.A.",SAL,,,,,,,,,10/29/1999,10/28/2005,,,VIGENTE,,,1512.71470725
Federal,No. 1333 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,RB Ria Celestun,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,38019,"Campeche, Yucatán","Yucatan: Celestún, Halachó y Campeche: Calkiní","Ia, VI","CONANP Pagina WEB, Septiembre 2011",81482,80737.65671,0,0,80737.6567139,8669,072750,,,,EXPLOT.,347,94,TENREYROS,CELESTUN,YUC.,08/29/1929,4.552,BELGIO AMAYA PALOMO,SAL,,,,,,,,,08/13/1931,,,,VIGENTE,,,4.5119045752
Federal,No. 1333 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,RB Ria Celestun,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,38019,"Campeche, Yucatán","Yucatan: Celestún, Halachó y Campeche: Calkiní","Ia, VI","CONANP Pagina WEB, Septiembre 2011",81482,80737.65671,0,0,80737.6567139,8670,107636,,,000458IM,EXPLOT.,274,94,LOS ALFAFORES SURIADORES,CALKINI,CAMP.,01/30/1929,2.556,JOSE ALVAREZ GUERRERO,SAL,,,,,,,,,07/11/1945,07/10/1970,,,VIGENTE,,,2.4606829178
Federal,No. 1333 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,RB Ria Celestun,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,38019,"Campeche, Yucatán","Yucatan: Celestún, Halachó y Campeche: Calkiní","Ia, VI","CONANP Pagina WEB, Septiembre 2011",81482,80737.65671,0,0,80737.6567139,8671,109069,,,000498,EXPLOT.,288,94,CAUTIVO,CALKINI,CAMP.,02/16/1929,4.154,BERTHA AMAYA VDA. DE PEREZ,SAL,,,,,,,,,06/25/1946,06/24/1971,,,VIGENTE,,,4.1175381642
Federal,No. 1333 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,RB Ria Celestun,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,38019,"Campeche, Yucatán","Yucatan: Celestún, Halachó y Campeche: Calkiní","Ia, VI","CONANP Pagina WEB, Septiembre 2011",81482,80737.65671,0,0,80737.6567139,8672,197212,,,194009,EXPLOT.,45,94,PASO DE DOLORES,CELESTUN,YUC.,09/25/1992,0.7421,"SALINAS DE CELESTUN, S.A.",SAL,,,,,,,,,08/27/1993,12/18/2041,,,VIGENTE,,,0.7356590993
No ANP,No. 1973 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39846,Jalisco y Michoacán,"Chapala, Jamay, Jocotepec, Ocotlán, Poncitlán, Tizapá",n/a,"CONANP Pagina WEB, Septiembre 2011",114659,112576.80087,0,0,112576.80087,16374,209174,,,,EXPLOR.,14875,45,SAN DAVID,PONCITLAN,JAL.,04/16/1998,660,"ALMERIA, S.A. DE C.V.",,,,,,,,,,02/26/1999,02/25/2005,,,VIGENTE,,,654.901073265
No ANP,No. 1338 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,38019,Jalisco,Zacoalco de Torres y Atoyac,n/a,"CONANP Pagina WEB, Septiembre 2011",16800,11361.80539,0,0,11361.8053922,27208,237144,,,,EXPLOR.,17022,45,LA FUTURA 2,ZACOALCO DE TORRES,JAL.,11/19/2009,35000,CLAUDIA NOEMI RIVAS JASSO,Fe,Mn,BAR,Cu,Au,Ag,TSP,POT,,11/19/2010,11/18/2060,,,VIGENTE,,,34748.1310138
No ANP,No. 1825 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Jalisco,Tomatlan,n/a,"CONANP Pagina WEB, Septiembre 2011",1821,1273.17736,0,0,1273.17735873,25388,235293,,,,EXPLOR.,16759,45,LA NEGRA,TOMATLAN,JAL.,05/20/2008,2194,VICTOR ENRIQUE GARCIA DIAZ,Au,Ag,Pb,Cu,TSP,,,,,11/06/2009,11/05/2059,,,VIGENTE,,,2178.04954076
No ANP,No. 1792 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Jalisco,Tomatlan,n/a,"CONANP Pagina WEB, Septiembre 2011",786,781.4098,0,0,781.409800423,24675,234570,,,,EXPLOR.,16784,45,JALICAL,TOMATLAN,JAL.,06/09/2008,83200,GAUDENCIO RAMOS FLORES,Fe,Cu,TSP,,,,,,,07/14/2009,07/13/2059,,,VIGENTE,,,85213.6095451
No ANP,No. 1768 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Jalisco,Tomatlan,n/a,"CONANP Pagina WEB, Septiembre 2011",775,770.79904,0,0,770.799035852,24675,234570,,,,EXPLOR.,16784,45,JALICAL,TOMATLAN,JAL.,06/09/2008,83200,GAUDENCIO RAMOS FLORES,Fe,Cu,TSP,,,,,,,07/14/2009,07/13/2059,,,VIGENTE,,,85213.6095451
No ANP,No. 1336 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,38019,Veracruz,Actopan,n/a,"CONANP Pagina WEB, Septiembre 2011",1414,1402.17935,0,0,1402.17935111,8698,224414,,,217106,R-EXPLOT,5/2/21,108,REDUCCION CABALLO BLANCO II,ACTOPAN,VER.,03/07/2005,504.8,ERNESTO ALVAREZ GUDINI,,,,,,,,,,05/04/2005,06/13/2052,,,VIGENTE,,,501.612915003
No ANP,No. 1336 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,38019,Veracruz,Actopan,n/a,"CONANP Pagina WEB, Septiembre 2011",1414,1402.17935,0,0,1402.17935111,8727,221374,,,204668,EXPLOT.,5/1/717,94,REYNA NEGRA FRACCION 3,ACTOPAN,VER.,03/17/2003,1062,"MINERA GAVILAN, S.A. DE C.V.",,,,,,,,,,02/03/2004,02/02/2054,,,VIGENTE,,,1054.90359097
No ANP,No. 1336 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,38019,Veracruz,Actopan,n/a,"CONANP Pagina WEB, Septiembre 2011",1414,1402.17935,0,0,1402.17935111,30784,240776,,,,EXPLOR.,102,108,CABALLO BLANCO IX FRACCION 1,ALTO LUCERO,VER.,01/19/2007,10360,"MINERA GAVILAN, S.A. DE C.V.",Au,Ag,Zn,Pb,Cu,,,,,06/28/2012,06/27/2062,,,VIGENTE,,,12947.915138
Federal,No. 1334 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,RB Chamela-Cuixmala,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,38019,Jalisco,La Huerta,"Ia, VI","CONANP Pagina WEB, Septiembre 2011",13142,13074.33092,0,0,13074.3309217,24218,234023,,,,EXPLOR.,16732,45,AMP. EL BONETE FRACC. I,LA HUERTA,JAL.,04/30/2008,68940,JOSE CRUZ SOLORIO SANTANA Y SOCIOS,Fe,Cu,Au,Ag,TSP,,,,,05/22/2009,05/21/2059,,,VIGENTE,,,69471.9484324
No ANP,No. 1764 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Colima,Coahuayana y Tecoman,n/a,"CONANP Pagina WEB, Septiembre 2011",40,389.72459,0,0,389.724588628,26975,236928,,,,EXPLOR.,396,102,EL VERDE 2,TECOMAN,COL.,10/15/2009,430.8,ISIDRO TERRIQUEZ CHAVEZ,TSP,,,,,,,,,10/05/2010,10/04/2060,,,VIGENTE,,,429.02457558
No ANP,No. 1764 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Colima,Coahuayana y Tecoman,n/a,"CONANP Pagina WEB, Septiembre 2011",40,389.72459,0,0,389.724588628,27383,237403,,,,EXPLOR.,395,102,EL VERDE,TECOMAN,COL.,10/12/2009,758,ISIDRO TERRIQUEZ CHAVEZ Y SOCIOS,TSP,,,,,,,,,12/09/2010,12/08/2060,,,VIGENTE,,,754.942810753
No ANP,No. 1764 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Colima,Coahuayana y Tecoman,n/a,"CONANP Pagina WEB, Septiembre 2011",40,389.72459,0,0,389.724588628,29608,239607,,,,EXPLOR.,429,102,GAVIOTA FRACC. 1,TECOMAN,COL.,07/08/2010,364.4,LEONIDES GOMEZ CEBALLOS Y SOCIOS,Fe,TSP,,,,,,,,01/31/2012,01/30/2062,,,VIGENTE,,,363.037729153
Federal,No. 1350 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,SANT Playa Mexiquillo,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,38019,Michoacan,Aquila,Ia,"CONANP Pagina WEB, Septiembre 2011",67,25.33268,0,0,25.3326806634,28078,238029,,,,EXPLOR.,8499,54,GENESIS,LAZARO CARDENAS,MICH.,08/20/2010,47.63,JUAN IGNACIO ROCHIN GARCIA,Fe,Au,TSP,,,,,,,07/12/2011,07/11/2061,,,VIGENTE,,,47.5294989361
Federal,No. 1321 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP y PN Huatulco,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,37952,Oaxaca,"San Mateo Piñas, San Miguel del Puerto, San Pedro Poc",II,"CONANP Pagina WEB, Septiembre 2011",44400,48516.18806,0,0,48516.1880591,26448,236343,,,,EXPLOR.,9864,62,OTILIA,SANTA MARIA HUATULCO,OAX.,02/10/2010,275,"COOPERATIVA LA CRUZ AZUL, S.C.L.",TSP,,,,,,,,,06/16/2010,06/15/2060,,,VIGENTE,,,276.839404979
Federal,No. 815 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,RB La Encrucijada,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,35144,Chiapas,"Pijijiapan, Mapastepec, Acapetahua, Villa Comaltitlán, Huixtla, Huehuetán y Mazatán","Ia, VI","CONANP Pagina WEB, Septiembre 2011",144868,146173.7519,0,0,146173.751897,18466,223228,,,,EXPLOR.,49,109,ARENA NEGRA,PIJIJIAPAN,CHIS.,06/04/2004,1500,TRISTAN CANALES REYNA,Au,Ag,Pb,Cu,Zn,,,,,11/11/2004,11/10/2010,,,VIGENTE,,,1511.49555223
Federal,No. 815 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,RB La Encrucijada,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,35144,Chiapas,"Pijijiapan, Mapastepec, Acapetahua, Villa Comaltitlán, Huixtla, Huehuetán y Mazatán","Ia, VI","CONANP Pagina WEB, Septiembre 2011",144868,146173.7519,0,0,146173.751897,26474,236283,,,,EXPLOR.,219,109,AMPLIACION ARENA NEGRA,PIJIJIAPAN,CHIS.,11/18/2009,281300,"BLACKFIRE EXPLORATION MEXICO, S. DE R.L. DE C.V.",MAT,TSP,,,,,,,,06/03/2010,06/02/2060,,,VIGENTE,,,284181.396623
Federal,No. 815 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,RB La Encrucijada,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,35144,Chiapas,"Pijijiapan, Mapastepec, Acapetahua, Villa Comaltitlán, Huixtla, Huehuetán y Mazatán","Ia, VI","CONANP Pagina WEB, Septiembre 2011",144868,146173.7519,0,0,146173.751897,27844,237602,,,,EXPLOR.,230,109,ANGELINA,PIJIJIAPAN,CHIS.,09/14/2010,30000,"BLACKFIRE EXPLORATION MEXICO, S. DE R.L. DE C.V.",MAT,TSP,Ti,,,,,,,04/20/2011,04/19/2061,,,VIGENTE,,,30237.8973064
Federal,No. 815 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,RB La Encrucijada,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,35144,Chiapas,"Pijijiapan, Mapastepec, Acapetahua, Villa Comaltitlán, Huixtla, Huehuetán y Mazatán","Ia, VI","CONANP Pagina WEB, Septiembre 2011",144868,146173.7519,0,0,146173.751897,29208,239080,,,,EXPLOR.,244,109,HIERRO REINA F-7,PIJIJIAPAN,CHIS.,02/09/2011,144200,JORGE JIMENEZ ARANA,MAT,Ti,TSP,,,,,,,11/25/2011,11/24/2061,,,VIGENTE,,,145532.50178
Federal,No. 815 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,RB La Encrucijada,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,35144,Chiapas,"Pijijiapan, Mapastepec, Acapetahua, Villa Comaltitlán, Huixtla, Huehuetán y Mazatán","Ia, VI","CONANP Pagina WEB, Septiembre 2011",144868,146173.7519,0,0,146173.751897,29567,239220,,,,EXPLOR.,242,109,HIERRO REINA F-5,ACAPETAHUA,CHIS.,02/09/2011,60270,JORGE JIMENEZ ARANA,MAT,Ti,TSP,,,,,,,12/08/2011,12/07/2061,,,VIGENTE,,,60917.6109758
Federal,No. 815 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,RB La Encrucijada,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,35144,Chiapas,"Pijijiapan, Mapastepec, Acapetahua, Villa Comaltitlán, Huixtla, Huehuetán y Mazatán","Ia, VI","CONANP Pagina WEB, Septiembre 2011",144868,146173.7519,0,0,146173.751897,29569,239350,,,,EXPLOR.,243,109,HIERRO REINA F-6,ACAPETAHUA,CHIS.,02/09/2011,158300,JORGE JIMENEZ ARANA,MAT,TSP,Fe,,,,,,,12/13/2011,12/12/2061,,,VIGENTE,,,159934.115272
Federal,No. 815 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,RB La Encrucijada,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,35144,Chiapas,"Pijijiapan, Mapastepec, Acapetahua, Villa Comaltitlán, Huixtla, Huehuetán y Mazatán","Ia, VI","CONANP Pagina WEB, Septiembre 2011",144868,146173.7519,0,0,146173.751897,29571,239450,,,,EXPLOR.,240,109,HIERRO REINA F-3,MAZATAN,CHIS.,02/09/2011,60610,JORGE JIMENEZ ARANA,MAT,Ti,TSP,,,,,,,12/15/2011,12/14/2061,,,VIGENTE,,,61347.2767254
Federal,No. 815 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,RB La Encrucijada,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,35144,Chiapas,"Pijijiapan, Mapastepec, Acapetahua, Villa Comaltitlán, Huixtla, Huehuetán y Mazatán","Ia, VI","CONANP Pagina WEB, Septiembre 2011",144868,146173.7519,0,0,146173.751897,29572,239500,,,,EXPLOR.,241,109,HIERRO REINA F-4,ACAPETAHUA,CHIS.,02/09/2011,39920,JORGE JIMENEZ ARANA,MAT,Ti,TSP,,,,,,,12/15/2011,12/14/2061,,,VIGENTE,,,40365.5886846
Estatal,No. 1771 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,ZSCE El Cabildo Amatal,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Chiapas,Tapachula y Mazatan,VI,"CONANP Pagina WEB, Septiembre 2011",2882,2866.43215,0,0,2866.43214982,6,228095,,,,EXPLOR.,186,109,SAN VALENTIN,TAPACHULA,CHIS.,04/04/2006,800,CARLOS ALBERTO SALAMANCA TUÑON,Fe,ZIR,Ti,TSP,,,,,,09/29/2006,09/28/2056,,,VIGENTE,,,809.72295887
Estatal,No. 1771 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,ZSCE El Cabildo Amatal,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Chiapas,Tapachula y Mazatan,VI,"CONANP Pagina WEB, Septiembre 2011",2882,2866.43215,0,0,2866.43214982,26474,236283,,,,EXPLOR.,219,109,AMPLIACION ARENA NEGRA,PIJIJIAPAN,CHIS.,11/18/2009,281300,"BLACKFIRE EXPLORATION MEXICO, S. DE R.L. DE C.V.",MAT,TSP,,,,,,,,06/03/2010,06/02/2060,,,VIGENTE,,,284181.396623
Estatal,No. 1771 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,ZSCE El Cabildo Amatal,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Chiapas,Tapachula y Mazatan,VI,"CONANP Pagina WEB, Septiembre 2011",2882,2866.43215,0,0,2866.43214982,28617,238467,,,,EXPLOR.,235,109,HIERRO REINA F-2,TAPACHULA,CHIS.,12/17/2010,39920,JORGE JIMENEZ ARANA,MAT,TSP,Ti,,,,,,,09/23/2011,09/22/2061,,,VIGENTE,,,40425.8051726
Estatal,No. 1772 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,ZSCE El Gancho Murillo,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Chiapas,Tapachula y Suchiate,VI,"CONANP Pagina WEB, Septiembre 2011",4643,4731.86459,0,0,4731.86459131,5,228094,,,,EXPLOR.,185,109,GUADALUPE,TAPACHULA,CHIS.,04/04/2006,920,CARLOS ALBERTO SALAMANCA TUÑON,Fe,Ti,ZIR,TSP,,,,,,09/29/2006,09/28/2056,,,VIGENTE,,,931.679635319
Estatal,No. 1772 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,ZSCE El Gancho Murillo,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Chiapas,Tapachula y Suchiate,VI,"CONANP Pagina WEB, Septiembre 2011",4643,4731.86459,0,0,4731.86459131,23838,233555,,,,EXPLOR.,202,109,TAPACHULA,TAPACHULA,CHIS.,08/18/2008,6,BELARMINO AVILA BARRIOS,SAL,,,,,,,,,03/11/2009,03/10/2059,,,VIGENTE,,,6.0768457407
Estatal,No. 1772 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,ZSCE El Gancho Murillo,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Chiapas,Tapachula y Suchiate,VI,"CONANP Pagina WEB, Septiembre 2011",4643,4731.86459,0,0,4731.86459131,25312,235178,,,,EXPLOR.,211,109,WINSTON I,TAPACHULA,CHIS.,05/22/2009,922,WINSTON MAURICIO SERRANO VARGAS,Au,Ag,Cu,Pb,Zn,TSP,,,,10/21/2009,10/20/2059,,,VIGENTE,,,934.010613788
Estatal,No. 1772 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,ZSCE El Gancho Murillo,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Chiapas,Tapachula y Suchiate,VI,"CONANP Pagina WEB, Septiembre 2011",4643,4731.86459,0,0,4731.86459131,26474,236283,,,,EXPLOR.,219,109,AMPLIACION ARENA NEGRA,PIJIJIAPAN,CHIS.,11/18/2009,281300,"BLACKFIRE EXPLORATION MEXICO, S. DE R.L. DE C.V.",MAT,TSP,,,,,,,,06/03/2010,06/02/2060,,,VIGENTE,,,284181.396623
Estatal,No. 1772 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,ZSCE El Gancho Murillo,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Chiapas,Tapachula y Suchiate,VI,"CONANP Pagina WEB, Septiembre 2011",4643,4731.86459,0,0,4731.86459131,28617,238467,,,,EXPLOR.,235,109,HIERRO REINA F-2,TAPACHULA,CHIS.,12/17/2010,39920,JORGE JIMENEZ ARANA,MAT,TSP,Ti,,,,,,,09/23/2011,09/22/2061,,,VIGENTE,,,40425.8051726
Estatal,No. 1772 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,ZSCE El Gancho Murillo,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Chiapas,Tapachula y Suchiate,VI,"CONANP Pagina WEB, Septiembre 2011",4643,4731.86459,0,0,4731.86459131,28618,238530,,,,EXPLOR.,236,109,FRONTERA,TAPACHULA,CHIS.,12/17/2010,39120,JORGE JIMENEZ ARANA,MAT,Ti,TSP,,,,,,,09/23/2011,09/22/2061,,,VIGENTE,,,39602.611713
Estatal,No. 1772 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,ZSCE El Gancho Murillo,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Chiapas,Tapachula y Suchiate,VI,"CONANP Pagina WEB, Septiembre 2011",4643,4731.86459,0,0,4731.86459131,29570,239410,,,,EXPLOR.,239,109,HIERRO REINA F-1,TAPACHULA,CHIS.,02/09/2011,37900,JORGE JIMENEZ ARANA,MAT,TSP,Ti,,,,,,,12/15/2011,12/14/2061,,,VIGENTE,,,38407.922663
Federal,No. 1823 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP y SANT Playa de Puerto Arista,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Oaxaca y Chiapas,"San Francisco del Mar, Arriaga, Tonalá",Ia,"CONANP Pagina WEB, Septiembre 2011",62138,62555.28015,0,0,62555.2801513,28356,238190,,,,EXPLOR.,238,109,ARENAS BLANCAS,TONALA,CHIS.,01/06/2011,2031,ROBERTO PARDO MOLINA Y SOCIOS,MAT,TSP,,,,,,,,08/12/2011,08/11/2061,,,VIGENTE,,,2045.16964734
No ANP,No. 1770 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Chiapas,Tonala y Pijijiapan,n/a,"CONANP Pagina WEB, Septiembre 2011",8931,9739.61451,0,0,9739.61450794,28356,238190,,,,EXPLOR.,238,109,ARENAS BLANCAS,TONALA,CHIS.,01/06/2011,2031,ROBERTO PARDO MOLINA Y SOCIOS,MAT,TSP,,,,,,,,08/12/2011,08/11/2061,,,VIGENTE,,,2045.16964734
Federal,No. 732 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP y APFF Marismas Nacionales,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,34872,"Sinaloa, Nayarit","Sinaloa: Escuinapa, Rosario; Nayarit: Acaponeta, Tecuala, Rosamorada, Tuxpan, Santiago Ixcuintla y San Blas",VI,"CONANP Pagina WEB, Septiembre 2011",200000,310367.62709,0,0,310367.627087,1964,230079,,,,EXPLOR.,6984,59,EL TULE FRACC. I,TECUALA,NAY.,01/06/2006,9176,"COMPAÑIA MINERA PANGEA, S.A. DE C.V.",TSP,Au,Ag,Cu,Pb,Zn,,,,07/18/2007,07/17/2057,,,VIGENTE,,,12732.810545
