NOMBRE,CAT_DECRET,CAT_MANEJO,ULT_DECRET,ESTADOS,MUNICIPIOS,REGION,ID_ANP,SUPERFICIE,S_TERRES,S_MARINA,TITULO,IDENTICO,TITU_DERIV,TITULO_ANT,CLASE,EXPEDIENTE,AGENCIA,NOMBRELOTE,MUNICIPIO,ESTAMU,FECHA_SOL,SUPERFICIE_1,TITULAR,SUST1,SUST2,SUST3,SUST4,SUST5,SUST6,SUST7,SUST8,SUST9,EXPEDICION,VIGENCIA,ISLA,OBSERVA,CONDICION,TIPO_CAN,FECHA_OF,Superficie total de concesión,Superficie intersección ANP
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,226091, , ,223891,EXPLOT.,7/1/1501,7,REDUCCION TITAN,SAN BUENAVENTURA,COAH.,08/29/2005,66010,"MINERALES MONCLOVA, S.A. DE C.V.",CAR,TSP, , , , , , , ,11/16/2005,11/15/2055, , ,VIGENTE, , ,65605.5840045,777.2214879868
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,224534, , ,201430,EXPLOT.,7/1.3/1254,96,LAS CONCHITAS,SABINAS,COAH.,10/09/2001,95.8600006104,CLAUDIA MARIA IRIBARREN GONZALEZ,CAR, , , , , , , , ,05/17/2005,05/16/2055, , ,VIGENTE, , ,95.3625177739,57.0980060199
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,224181, , ,208179,EXPLOT.,7/1/1452,96,JESUS I,SABINAS,COAH.,08/30/2004,360,"MINERIA Y ACARREOS, S.A. DE C.V. Y SOCIOS",CAR, , , , , , , , ,04/20/2005,04/19/2055, , ,VIGENTE, , ,358.143198112,119.3629197199
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,223614, , ,208180,EXPLOT.,7/1/1449,96,LA CONCHITA,SAN JUAN DE SABINAS,COAH.,08/03/2004,1981,"COMPAÑIA MINERA ZAPALINAME, S.A. DE  C.V.",CAR, , , , , , , , ,01/21/2005,01/20/2055, , ,VIGENTE, , ,1971.36041982,561.5751885387
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,222927, , ,205059,EXPLOT.,7/1.3/1356,96,LUPITA FRACCION I,SABINAS,COAH.,05/27/2003,7261,"MATERIALES INDUSTRIALIZADOS, S.A. DE C.V.",CAR, , , , , , , , ,09/21/2004,09/20/2054, , ,VIGENTE, , ,7219.44988316,308.4171214666
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,222718, , ,206599,EXPLOT.,7/1/1403,96,SAN MIGUEL FRACCION II,SAN JUAN DE SABINAS,COAH.,01/16/2004,495.700012207,"COMPAÑIA MINERA ZAPALINAME, S.A. DE  C.V.",CAR, , , , , , , , ,08/18/2004,08/17/2054, , ,VIGENTE, , ,493.169321279,84.9100900758
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,221615, , ,200925,EXPLOT.,7/1.3/1186,96,EL ALACRAN,SAN JUAN DE SABINAS,COAH.,10/12/2000,56.1199989319,JESUS SALVADOR GONZALEZ TORRES, , , , , , , , , ,03/04/2004,03/03/2054, , ,VIGENTE, , ,55.8456254171,18.5850670256
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,221099, , ,202887,EXPLOT.,7/1/1316,96,EL MAMAO,SAN JUAN DE SABINAS,COAH.,04/01/2002,200,JOSE DE JESUS TORRES LUNA Y SOCIOS,CAR, , , , , , , , ,11/19/2003,11/18/2053, , ,VIGENTE, , ,199.029233492,94.4548227588
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,220911, , ,201570,EXPLOT.,7/1.3/1241,7,ULISES I,CUATROCIENEGAS,COAH.,10/04/2001,160,JOSE ULISES DE LA FUENTE VELASCO,DOL, , , , , , , , ,10/28/2003,10/27/2053, , ,VIGENTE, , ,158.665472459,158.669108777
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,220320, , ,203029,EXPLOT.,7/1/1328,96,LA TACHA,SAN JUAN DE SABINAS,COAH.,04/17/2002,200,JOSE VICTOR GARCIA TORRES Y SOCIOS,CAR, , , , , , , , ,07/11/2003,07/10/2053, , ,VIGENTE, , ,199.030249876,15.4770327318
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,219943, , ,198836,EXPLOT.,7/1.3/1036,96,PURISIMA,SAN JUAN DE SABINAS,COAH.,12/27/1999,376.5,"CONSTRUCTORA Y PAVIMENTADORA APOLO DE MONCLOVA, S.A. DE C.V.",Au,Ag,Pb,Cu,Zn, , , , ,05/07/2003,05/06/2053, , ,VIGENTE, , ,374.662825544,71.271330244
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,219388, , ,203564,EXPLOT.,1/1/1336,96,SAN FELIPE  I,SABINAS,COAH.,07/19/2002,243.8999938965,"MATERIALES INDUSTRIALIZADOS, S.A. DE C.V.",CAR, , , , , , , , ,03/04/2003,03/03/2053, , ,VIGENTE, , ,242.519599891,161.1034980968
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,219395, , ,216862,EXPLOT.,7/1.3/910,96,EL SABINAL (RETITULACION),SABINAS,COAH.,08/30/1999,160.6000061035,"GONZALVA MINING, S.A. DE C.V.",CAR, , , , , , , , ,03/04/2003,07/04/2052, , ,VIGENTE, , ,159.695504389,44.7981994334
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,219408, , ,214629,EXPLOT.,7/1.3/939,96,SAN CARLOS (RETITULACION),SABINAS,COAH.,09/13/1999,608.700012207,"FERVIM INGENIERIA, S.A. DE C.V.",Au,Ag,Pb,Cu,Zn, , , , ,03/04/2003,10/25/2051, , ,VIGENTE, , ,605.335395811,6.9472086318
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,219412, , ,214349,EXPLOT.,7/1.3/947,96,RIO SABINAS FRACCION II (RETITULACION),SABINAS,COAH.,09/17/1999,4.3550000191,"MINERA SIDERURGICA DE COAHUILA, S.A. DE C.V.",CAR, , , , , , , , ,03/04/2003,09/05/2051, , ,VIGENTE, , ,4.3313000721,4.3153460355
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,219357, , ,217900,EXPLOT.,7/1.3/926,96,SAN FELIPE,SABINAS,COAH.,09/08/1999,43.4700012207,"MATERIALES INDUSTRIALIZADOS, S.A. DE C.V.",CAR, , , , , , , , ,02/27/2003,09/17/2052, , ,VIGENTE, , ,43.2333670388,7.9322563187
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,219318, , ,216857,EXPLOT.,7/1.3/955,96,EL TESORO II,SABINAS,COAH.,09/17/1999,236,RAMIRO GUERRA LOPEZ Y SOC.,CAR, , , , , , , , ,02/25/2003,06/04/2052, , ,VIGENTE, , ,234.694602604,23.4311711152
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,219370, , ,214348,EXPLOT.,7/1.3/946,96,RIO SABINAS FRACCION I,SABINAS,COAH.,09/07/1999,386,"MINERA SIDERURGICA DE COAHUILA, S.A. DE C.V.",CAR, , , , , , , , ,02/27/2003,09/05/2051, , ,VIGENTE, , ,383.940894517,94.4426700825
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,218000, , ,202967,EXPLOT.,7/1/1306,96,SANTA MARIA I,SABINAS,COAH.,03/18/2002,357.299987793,JESUS MARIA MONTEMAYOR SEGUY Y SOC.,CAR, , , , , , , , ,09/18/2002,09/17/2052, , ,VIGENTE, , ,355.549759342,37.9058867079
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,217334, , ,197756,EXPLOT.,7/1.3/928,96,LAS CONCHAS,SABINAS,COAH.,09/09/1999,6154,"MINERALES MONCLOVA, S.A. DE C.V.", , , , , , , , , ,07/02/2002,07/01/2052, , ,VIGENTE, , ,6122.44089965,179.4378559567
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,216996, , ,200833,EXPLOT.,7/1.3/874,96,CLOETE CENTRO,SABINAS,COAH.,06/04/1999,280.8999938965,GLORIA OFILIA ARELLANO VILLARREAL,CAR, , , , , , , , ,06/05/2002,06/04/2052, , ,VIGENTE, , ,279.512703328,0.6160889826
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,225485, , ,215730,EXPLOT.,7/1.3/959,96,DON GENARO,SABINAS,COAH.,09/21/1999,114.3000030518,GENARO GARZA VAQUERA Y SOCIOS, , , , , , , , , ,09/09/2005,03/11/2052, , ,VIGENTE, , ,113.628361482,27.5584926001
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,214437, , ,198827,EXPLOT.,7/1.3/942,96,STA. ISABEL,SAN JUAN DE SABINAS,COAH.,09/13/1999,849.700012207,"FERVIM INGENIERIA, S.A. DE C.V.",CAR, , , , , , , , ,09/06/2001,09/05/2051, ,CANCELADO EN PROCESO DE PUB. LIB. DE TERR.,CANCELADO,NU, ,845.616609006,4.120669779
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,215207, , ,193167,EXPLOT.,7/1.3/763,96,AMPL. A LA CUEVA UNO,CASTAÑOS,COAH.,12/04/1997,18.7099990845,"REFRACTARIOS BASICOS, S.A. DE C.V.",DOL, , , , , , , , ,02/14/2002,02/13/2052, , ,VIGENTE, , ,18.5737683762,18.5741805358
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,214446, , ,187619,EXPLOT.,7/1.3/637,96,LOS PINOS,MONCLOVA,COAH.,07/04/1996,78.7900009155,"REFRACTARIOS BASICOS, S.A. DE C.V.",DOL, , , , , , , , ,09/06/2001,09/05/2051, , ,VIGENTE, , ,78.2103750068,67.9171969509
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,208559, , ,078571,EXPLOT.,T-78571,96,HACIENDA DE LA SAUCEDA,MUZQUIZ,COAH.,06/17/1998,1818,"CIA. CARBONERA LA SAUCEDA, S.A. DE C.V.", , , , , , , , , ,11/24/1998,11/23/2048, , ,VIGENTE, , ,1809.04470018,0.5664786717
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,211968, , ,193168,EXPLOT.,7/1.3/764,96,K DOS,MONCLOVA,COAH.,09/27/1999,26.1700000763,"REFRACTARIOS BASICOS, S.A. DE C.V.", , , , , , , , , ,08/18/2000,08/17/2050, , ,VIGENTE, , ,25.976298064,10.5052037538
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,211760, , ,200098,EXPLOT.,7/1.3/992,96,LA MARTINA,SAN JUAN DE SABINAS,COAH.,11/19/1999,57,HECTOR HUMBERTO VILLARREAL YEVERINO Y SOC.,CAR, , , , , , , , ,06/30/2000,06/29/2050, , ,VIGENTE, , ,56.7130152809,27.4144280124
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,209256, , ,187627,EXPLOT.,7/1.3/653,96,ERICKA,MONCLOVA,COAH.,09/17/1998,24.5599994659,JOSE GUADALUPE VILLARREAL CERECERES, , , , , , , , , ,03/19/1999,03/18/2049, , ,VIGENTE, , ,24.3698512316,24.3702574591
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,201100, , ,197757,EXPLOT.,7/1.3/528,96,AMPLIACION LA SAUCEDA,MUZQUIZ,COAH.,07/25/1994,548.700012207,"MINERALES MONCLOVA, S.A. DE C.V.",CAR, , , , , , , , ,11/14/1994,11/13/2044, , ,VIGENTE, , ,545.987358805,247.8377870285
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,161543, , ,075473,D-EXPLOT,321.42/465,96,CLOETE SUR,SABINAS,COAH.,03/17/1975,440,SALVADOR VILLAMAR VILLAMAR  30%,CAR, , , , , , , , ,04/25/1975,04/24/2000, , ,VIGENTE, , ,437.74783764,44.391842402
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,224343, , ,209273,EXPLOT.,7/1/1476,7,CLOETE PONIENTE,SAN JUAN DE SABINAS,COAH.,03/15/2005,541.9000244141,"INDUSTRIAL MINERA MEXICO, S.A. DE C.V.", , , , , , , , , ,04/26/2005,04/25/2055, , ,VIGENTE, , ,837.636388965,387.9508886105
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,218488, , ,191479,EXPLOT.,7/1.3/795,96,VENTURITA,ZARAGOZA,COAH.,12/17/1997,100,LUIS ALFONSO RODRIGUEZ BENAVIDES,CEL, , , , , , , , ,11/05/2002,11/04/2052, , ,VIGENTE, , ,99.668628452,96.748839889
CADNR004,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,COAHUILA DE ZARAGOZA,"ACUÑA, CANDELA, CASTAÑOS, CUATRO CIÉNEGAS, JUÁREZ, LAMADRID, MONCLOVA, MÚZQUIZ, NADADORES, OCAMPO, SABINAS, SACRAMENTO, SAN BUENAVENTURA, SAN JUAN DE SABINAS Y ZARAGOZA
",Noreste y Sierra Madre Oriental,145,1519385.03092,1519385.03092,0,217767, , ,194051,EXPLOT.,7/1.3/753,96,SAN ROBERTO TRES,ZARAGOZA,COAH.,11/17/1997,58.9099998474,SERGIO ROBERTO GARZA CASTILLA,FLU,CEL, , , , , , , ,08/13/2002,08/12/2052, , ,VIGENTE, , ,58.714706814,58.6421801989
