CLIENTE,EDO,FOLIO,PRODUCTO,TONS,MONTO,
agropecuria roble sa de cv,sonora,260596705,trigo,136,38088.01,CALL
adan arturo frias rivera,sonora,260596713,trigo,544,152352.02,CALL
adan arturo frias rivera,sonora,260596713,trigo,680,190440.03,CALL
adan arturo frias rivera,sonora,260596713,trigo,136,38088.01,CALL
ucaici sa de cv,sonora,260596721,trigo,136,38088.01,CALL
ucaici sa de cv,sonora,260596721,trigo,1905,533232.08,CALL
ucaici sa de cv,sonora,260596721,trigo,272,76176.01,CALL
agricola valcas spr de ri,sinaloa,250590270,trigo,1633,457056.07,CALL
asociación de agricultores del rio mocorito,sinaloa,250590288,trigo,19051,5332320.83,CALL
bernardo lopez sanchez,sinaloa,250590296,trigo,1497,418968.07,CALL
turymayo spr de rl,sonora,260596739,trigo,1089,304704.05,CALL
molinera de mexico sa de cv,sonora,260596416,trigo,1089,372908.98,PUT
agrícola el barrealeño spr de rl,sonora,260596747,trigo,408,114264.02,CALL
agroinsumos gercas sa de cv,sonora,260596754,trigo,272,76176.01,CALL
francisco rodríguez miranda,sonora,260596762,trigo,272,76176.01,CALL
francisco rodríguez miranda,sonora,260596762,trigo,136,38088.01,CALL
harinas sa de cv,chihuahua,80590052,trigo,136,61811.46,PUT
peter wall unger,chihuahua,80590060,trigo,136,38088.01,CALL
alejandro vega vega,chihuahua,80590078,trigo,272,76176.01,CALL
harinas sa de cv,chihuahua,80590086,trigo,272,123622.92,PUT
forrajera ameca sa de cv,nayarit,180390015,sorgo,889,188773.46,PUT
forrajera ameca sa de cv,nayarit,180390015,sorgo,127,26967.64,PUT
agropecuaria  orozco  lara  y asociados spr de rl,nayarit,180390023,sorgo,889,199152.47,CALL
agropecuaria orozco lara y asociados spr de rl,nayarit,180390023,sorgo,127,28450.35,CALL
avicola promesa sinaloa sa de cv,sinaloa,250291945,maíz,3048,647223.28,PUT
granja rab sa de cv,sinaloa,250291960,maíz,5207,1105673.11,PUT
granja rab sa de cv,sinaloa,250291986,maíz,1651,350579.28,PUT
compañía nacional almacenadora sa de cv,sinaloa,250292000,maíz,55121,11703954.33,PUT
compañía nacional almacenadora sa de cv,sinaloa,250292000,maíz,49913,10598281.23,PUT
alimentos balanceados salamanca sa de cv,sinaloa,250292026,maíz,1270,269676.37,PUT
miguel angel samperio urquijo,sinaloa,250292125,maíz,4191,889932.01,PUT
alimentos  balanceados salamanca sa de cv,sinaloa,250292034,maíz,1905,560199.72,PUT
miguel angel samperio urquijo,sinaloa,250292133,maíz,4191,1232439.38,PUT
alimentos balanceados salamanca sa de cv,sinaloa,250292042,maíz,1905,649162.67,PUT
miguel angel samperio urquijo,sinaloa,250292141,maíz,5588,1904210.51,PUT
molinos mochis sa de cv,sinaloa,250291952,maíz,3048,709497.35,CALL
ricardo   aguirre   borboa   y copropietarios,sinaloa,250291978,maíz,1524,354748.67,CALL
ricardo  aguirre  borboa  y copropietarios,sinaloa,250291978,maíz,1524,354748.67,CALL
ricardo  aguirre  borboa  y copropietarios,sinaloa,250291978,maíz,2159,502560.62,CALL
agricola santa veneranda spr de rl,sinaloa,250291994,maíz,889,206936.73,CALL
agricola santa veneranda spr de rl,sinaloa,250291994,maíz,127,29562.39,CALL
agricola santa veneranda spr de rl,sinaloa,250291994,maíz,254,59124.78,CALL
agricola santa veneranda spr de rl,sinaloa,250291994,maíz,381,88687.17,CALL
aarfs ac,sinaloa,250292018,maíz,8890,2069367.27,CALL
aarfs ac,sinaloa,250292018,maíz,1270,299330.69,CALL
aarfs ac,sinaloa,250292018,maíz,29973,7064204.17,CALL
aarfs ac,sinaloa,250292018,maíz,19940,4699491.76,CALL
aarfs ac,sinaloa,250292018,maíz,5080,1197322.74,CALL
aarfs ac,sinaloa,250292018,maíz,14987,3532102.08,CALL
aarfs ac,sinaloa,250292018,maíz,9017,2125247.86,CALL
aarfs ac,sinaloa,250292018,maíz,1143,269397.62,CALL
aarfs ac,sinaloa,250292018,maíz,5080,1197322.74,CALL
aarfs ac,sinaloa,250292018,maíz,5461,1287121.95,CALL
aarfs ac,sinaloa,250292018,maíz,1651,389129.89,CALL
aarfs ac,sinaloa,250292018,maíz,2540,606074.95,CALL
productores agricolas de elota sa de cv,sinaloa,250292059,maíz,2794,666682.44,CALL
productores agricolas de elota sa de cv,sinaloa,250292059,maíz,508,121214.99,CALL
productores agricolas de elota sa de cv,sinaloa,250292059,maíz,381,90911.24,CALL
productores agricolas de elota sa de cv,sinaloa,250292059,maíz,1397,333341.22,CALL
productores agricolas de elota sa de cv,sinaloa,250292158,maíz,381,90911.24,CALL
productores agricolas de elota sa de cv,sinaloa,250292158,maíz,6096,1383409.52,CALL
productores agricolas de elota sa de cv,sinaloa,250292158,maíz,4191,938861.64,CALL
productores agricolas de elota sa de cv,sinaloa,250292158,maíz,2540,569007.05,CALL
productores agricolas de elota sa de cv,sinaloa,250292158,maíz,127,28450.35,CALL
productores agricolas de elota sa de cv,sinaloa,250292158,maíz,635,142251.76,CALL
sergio azcary yarahuan juan qui,sinaloa,250291929,maíz,1778,188773.46,PUT
cargill de mexico sa de cv,sinaloa,250292166,maíz,13082,1388833.29,PUT
cargill de mexico sa de cv,sinaloa,250292208,maíz,18416,1955153.66,PUT
cargill de mexico sa de cv,sinaloa,250292240,maíz,12066,1280962.74,PUT
cargill de mexico sa de cv,sinaloa,250292281,maíz,12066,1280962.74,PUT
cargill de mexico sa de cv,sinaloa,250292323,maíz,5969,633739.46,PUT
cargill de mexico sa de cv,sinaloa,250292364,maíz,9906,1051737.83,PUT
cargill de mexico sa de cv,sinaloa,250292406,maíz,5969,633739.46,PUT
cargill de mexico sa de cv,sinaloa,250292448,maíz,53978,5730622.8,PUT
cargill de mexico sa de cv,sinaloa,250292729,maíz,3556,377546.91,PUT
corrales santa cecilia sa de cv,sinaloa,250292067,maíz,5207,765606.28,PUT
corrales santa cecilia sa de cv,sinaloa,250292067,maíz,2540,373466.48,PUT
porcicultores del humaya sa de cv,sinaloa,250292091,maíz,2032,298773.18,PUT
porcicultores del humaya sa de cv,sinaloa,250292091,maíz,1016,149386.59,PUT
cargill de mexico sa de cv,sinaloa,250292174,maíz,26036,3828031.42,PUT
cargill de mexico sa de cv,sinaloa,250292216,maíz,5461,802952.93,PUT
cargill de mexico sa de cv,sinaloa,250292216,maíz,12320,1811312.43,PUT
cargill de mexico sa de cv,sinaloa,250292216,maíz,13844,2035392.32,PUT
cargill de mexico sa de cv,sinaloa,250292216,maíz,5461,802952.93,PUT
cargill de mexico sa de cv,sinaloa,250292257,maíz,23877,3510584.91,PUT
cargill de mexico sa de cv,sinaloa,250292299,maíz,1270,186733.24,PUT
cargill de mexico sa de cv,sinaloa,250292299,maíz,19051,2800998.6,PUT
cargill de mexico sa de cv,sinaloa,250292299,maíz,3556,522853.07,PUT
cargill de mexico sa de cv,sinaloa,250292331,maíz,11685,1717945.81,PUT
cargill de mexico sa de cv,sinaloa,250292331,maíz,381,56019.97,PUT
cargill de mexico sa de cv,sinaloa,250292372,maíz,19940,2931711.87,PUT
cargill de mexico sa de cv,sinaloa,250292414,maíz,12066,1773965.78,PUT
cargill de mexico sa de cv,sinaloa,250292455,maíz,10033,1475192.6,PUT
cargill de mexico sa de cv,sinaloa,250292455,maíz,5080,746932.96,PUT
cargill de mexico sa de cv,sinaloa,250292455,maíz,6604,971012.85,PUT
cargill de mexico sa de cv,sinaloa,250292455,maíz,86491,12716533.64,PUT
cargill de mexico sa de cv,sinaloa,250292737,maíz,6858,1008359.5,PUT
corrales santa cecilia sa de cv,sinaloa,250292075,maíz,2667,454413.87,PUT
corrales santa cecilia sa de cv,sinaloa,250292075,maíz,2540,432775.12,PUT
corrales santa cecilia sa de cv,sinaloa,250292075,maíz,7874,1341602.86,PUT
corrales santa cecilia sa de cv,sinaloa,250292075,maíz,762,129832.53,PUT
corrales santa cecilia sa de cv,sinaloa,250292075,maíz,4826,822272.72,PUT
corrales santa cecilia sa de cv,sinaloa,250292075,maíz,127,21638.76,PUT
corrales santa cecilia sa de cv,sinaloa,250292075,maíz,254,43277.51,PUT
porcicultores del humaya sa de cv,sinaloa,250292109,maíz,1016,173110.05,PUT
porcicultores del humaya sa de cv,sinaloa,250292109,maíz,1016,173110.05,PUT
porcicultores del humaya sa de cv,sinaloa,250292109,maíz,3048,519330.14,PUT
porcicultores del humaya sa de cv,sinaloa,250292109,maíz,762,129832.53,PUT
porcicultores del humaya sa de cv,sinaloa,250292109,maíz,1270,216387.56,PUT
porcicultores del humaya sa de cv,sinaloa,250292109,maíz,381,64916.27,PUT
porcicultores del humaya sa de cv,sinaloa,250292109,maíz,1397,238026.31,PUT
cargill de mexico sa de cv,sinaloa,250292182,maíz,24004,4089724.84,PUT
cargill de mexico sa de cv,sinaloa,250292182,maíz,1651,281303.83,PUT
cargill de mexico sa de cv,sinaloa,250292182,maíz,127,21638.76,PUT
cargill de mexico sa de cv,sinaloa,250292224,maíz,37086,6318516.69,PUT
cargill de mexico sa de cv,sinaloa,250292265,maíz,22099,3765143.51,PUT
cargill de mexico sa de cv,sinaloa,250292265,maíz,1524,259665.07,PUT
cargill de mexico sa de cv,sinaloa,250292265,maíz,381,64916.27,PUT
cargill de mexico sa de cv,sinaloa,250292307,maíz,14098,2401901.89,PUT
cargill de mexico sa de cv,sinaloa,250292307,maíz,9906,1687822.95,PUT
cargill de mexico sa de cv,sinaloa,250292349,maíz,11939,2034043.04,PUT
cargill de mexico sa de cv,sinaloa,250292380,maíz,5715,973744.01,PUT
cargill de mexico sa de cv,sinaloa,250292380,maíz,14352,2445179.4,PUT
cargill de mexico sa de cv,sinaloa,250292422,maíz,11939,2034043.04,PUT
cargill de mexico sa de cv,sinaloa,250292463,maíz,21464,3656949.73,PUT
cargill de mexico sa de cv,sinaloa,250292463,maíz,127,21638.76,PUT
cargill de mexico sa de cv,sinaloa,250292463,maíz,86618,14757631.44,PUT
cargill de mexico sa de cv,sinaloa,250292745,maíz,6985,1190131.57,PUT
leila lizeth yarahuan juan qui,sinaloa,250291937,maíz,1778,398304.94,CALL
graneros unidos sa de cv,sinaloa,250292083,maíz,10668,2389829.62,CALL
graneros unidos sa de cv,sinaloa,250292083,maíz,7620,1707021.16,CALL
graneros unidos sa de cv,sinaloa,250292083,maíz,3810,853510.58,CALL
graneros unidos sa de cv,sinaloa,250292083,maíz,4318,967311.99,CALL
graneros unidos sa de cv,sinaloa,250292083,maíz,127,28450.35,CALL
graneros unidos sa de cv,sinaloa,250292083,maíz,254,56900.71,CALL
graneros unidos sa de cv,sinaloa,250292117,maíz,3048,682808.46,CALL
graneros unidos sa de cv,sinaloa,250292117,maíz,1270,284503.53,CALL
graneros unidos sa de cv,sinaloa,250292117,maíz,3810,853510.58,CALL
graneros unidos sa de cv,sinaloa,250292117,maíz,1905,426755.29,CALL
graneros unidos sa de cv,sinaloa,250292117,maíz,508,113801.41,CALL
graneros unidos sa de cv,sinaloa,250292117,maíz,1397,312953.88,CALL
hernan gonzalez meneses,sinaloa,250292190,maíz,19686,4409804.65,CALL
hernan gonzalez meneses,sinaloa,250292190,maíz,12828,2873485.61,CALL
hernan gonzalez meneses,sinaloa,250292190,maíz,3429,768159.52,CALL
hernan gonzalez meneses,sinaloa,250292190,maíz,14225,3186439.49,CALL
hernan gonzalez meneses,sinaloa,250292190,maíz,8382,1877723.27,CALL
hernan gonzalez meneses,sinaloa,250292190,maíz,3175,711258.82,CALL
hernan gonzalez meneses,sinaloa,250292190,maíz,1397,312953.88,CALL
hernan gonzalez meneses,sinaloa,250292190,maíz,1651,369854.58,CALL
hernan gonzalez meneses,sinaloa,250292190,maíz,127,28450.35,CALL
erika guadalupe felix verduzco,sinaloa,250292232,maíz,27941,6259077.57,CALL
erika guadalupe felix verduzco,sinaloa,250292232,maíz,18416,4125301.13,CALL
erika guadalupe felix verduzco,sinaloa,250292232,maíz,40896,9161013.54,CALL
erika guadalupe felix verduzco,sinaloa,250292232,maíz,3937,881960.93,CALL
erika guadalupe felix verduzco,sinaloa,250292232,maíz,1016,227602.82,CALL
erika guadalupe felix verduzco,sinaloa,250292232,maíz,381,85351.06,CALL
almacenes y servicios santa rosa sa de cv,sinaloa,250292273,maíz,17908,4011499.72,CALL
almacenes y servicios santa rosa sa de cv,sinaloa,250292273,maíz,12066,2702783.5,CALL
almacenes y servicios santa rosa sa de cv,sinaloa,250292273,maíz,28068,6287527.93,CALL
almacenes y servicios santa rosa sa de cv,sinaloa,250292273,maíz,1524,341404.23,CALL
almacenes y servicios santa rosa sa de cv,sinaloa,250292273,maíz,381,85351.06,CALL
disuresa sa de cv,sinaloa,250292315,maíz,17908,4011499.72,CALL
disuresa sa de cv,sinaloa,250292315,maíz,10541,2361379.27,CALL
disuresa sa de cv,sinaloa,250292315,maíz,1524,341404.23,CALL
disuresa sa de cv,sinaloa,250292315,maíz,10033,2247577.86,CALL
disuresa sa de cv,sinaloa,250292315,maíz,10541,2269080.2,CALL
disuresa sa de cv,sinaloa,250292315,maíz,6350,1366915.78,CALL
disuresa sa de cv,sinaloa,250292315,maíz,1651,355398.1,CALL
disuresa sa de cv,sinaloa,250292315,maíz,889,191368.21,CALL
disuresa sa de cv,sinaloa,250292315,maíz,508,109353.26,CALL
bodega agrolaro sa de cv,sinaloa,250292356,maíz,28068,6041767.77,CALL
bodega agrolaro sa de cv,sinaloa,250292356,maíz,1905,410074.74,CALL
semillas rojo llanes serollasa sa de cv,sinaloa,250292398,maíz,7239,1558283.99,CALL
semillas rojo llanes serollasa sa de cv,sinaloa,250292398,maíz,42039,9171677.23,CALL
semillas rojo llanes serollasa sa de cv,sinaloa,250292398,maíz,635,138544.97,CALL
agricola 29 de febrero guasave spr de ri,sinaloa,250292430,maíz,10796,2355264.55,CALL
agricola 29 de febrero guasave spr de ri,sinaloa,250292430,maíz,4191,914396.82,CALL
agricola 29 de febrero guasave spr de ri,sinaloa,250292430,maíz,13209,2881735.44,CALL
agricola 29 de febrero guasave spr de ri,sinaloa,250292430,maíz,1778,387925.93,CALL
integradora comercial de los rios culiacan y san lorenzo sa de cv ei,sinaloa,250292471,maíz,6731,1468576.72,CALL
integradora comercial de los rios culiacan y san lorenzo sa de cv ei,sinaloa,250292471,maíz,12828,2873485.61,CALL
integradora comercial de los rios culiacan y san lorenzo sa de cv ei,sinaloa,250292471,maíz,61471,13769970.66,CALL
integradora comercial de los rios culiacan y san lorenzo sa de cv ei,sinaloa,250292471,maíz,50802,11380141.04,CALL
integradora comercial de los rios culiacan y san lorenzo sa de cv ei,sinaloa,250292471,maíz,5715,1280265.87,CALL
integradora comercial de los rios culiacan y san lorenzo sa de cv ei,sinaloa,250292471,maíz,13463,3015737.38,CALL
integradora comercial de los rios culiacan y san lorenzo sa de cv ei,sinaloa,250292471,maíz,3175,711258.82,CALL
integradora comercial de los rios culiacan y san lorenzo sa de cv ei,sinaloa,250292471,maíz,8001,1815724.99,CALL
integradora comercial de los rios culiacan y san lorenzo sa de cv ei,sinaloa,250292471,maíz,33276,7551110.27,CALL
integradora comercial de los rios culiacan y san lorenzo sa de cv ei,sinaloa,250292471,maíz,42928,9866798.17,CALL
integradora comercial de los rios culiacan y san lorenzo sa de cv ei,sinaloa,250292471,maíz,27941,6422176.32,CALL
integradora comercial de los rios culiacan y san lorenzo sa de cv ei,sinaloa,250292471,maíz,2159,496259.08,CALL
integradora comercial de los rios culiacan y san lorenzo sa de cv ei,sinaloa,250292471,maíz,1905,443435.84,CALL
erika guadalupe felix verduzco,sinaloa,250292752,maíz,5080,1182495.58,CALL
erika guadalupe felix verduzco,sinaloa,250292752,maíz,3429,798184.52,CALL
erika guadalupe felix verduzco,sinaloa,250292752,maíz,6731,1566806.65,CALL
erika guadalupe felix verduzco,sinaloa,250292752,maíz,2159,502560.62,CALL
agroindustrias gto sa de cv,sinaloa,250292489,maíz,7366,1564122.93,PUT
forrajes san julian sa de cv,sinaloa,250292521,maíz,4572,970834.92,PUT
maquilas forrajes y nutrimentos sa de cv,sinaloa,250292562,maíz,2286,485417.46,PUT
forrajes mendez sa de cv,sinaloa,250292604,maíz,2286,485417.46,PUT
asociación del maiz la masa y la tortilla artesanal sa de cv,sinaloa,250292646,maíz,889,188773.46,PUT
suministros de maiz del mayab sa de cv,sinaloa,250292687,maíz,3556,755093.83,PUT
agroindustrias gto sa de cv,sinaloa,250292497,maíz,2540,746932.96,PUT
agroindustrias gto sa de cv,sinaloa,250292497,maíz,4826,1419172.62,PUT
forrajes san juan sa de cv,sinaloa,250292539,maíz,4572,1344479.33,PUT
maquilas forrajes y nutrimentos sa de cv,sinaloa,250292570,maíz,2286,672239.66,PUT
forrajes mendez sa de cv,sinaloa,250292612,maíz,2286,672239.66,PUT
asociacion del maiz la masa y la tortilla artesanal sa de cv,sinaloa,250292653,maíz,889,261426.54,PUT
suministros de maiz del mayab sa de cv,sinaloa,250292695,maíz,4445,1307132.68,PUT
suministros de maiz del mayab sa de cv,sinaloa,250292695,maíz,2413,709586.31,PUT
agroindustrias gto sa de cv,sinaloa,250292505,maíz,5842,1990765.53,PUT
agroindustrias gto sa de cv,sinaloa,250292505,maíz,508,173110.05,PUT
agroindustrias gto sa de cv,sinaloa,250292505,maíz,1016,346220.09,PUT
agroindustrias gto sa de cv,sinaloa,250292505,maíz,127,43277.51,PUT
forrajes san juan sa de cv,sinaloa,250292547,maíz,3429,1168492.81,PUT
forrajes san juan sa de cv,sinaloa,250292547,maíz,1270,432775.12,PUT
maquilas forrajes y nutrimentos sa de cv,sinaloa,250292588,maíz,1905,649162.67,PUT
maquilas forrajes y nutrimentos sa de cv,sinaloa,250292588,maíz,508,173110.05,PUT
maquilas forrajes y nutrimentos sa de cv,sinaloa,250292588,maíz,127,43277.51,PUT
forrajes mendez sa de cv,sinaloa,250292620,maíz,1778,605885.16,PUT
forrajes mendez sa de cv,sinaloa,250292620,maíz,508,173110.05,PUT
asociacion del maiz la masa y la tortilla artesanal sa de cv,sinaloa,250292661,maíz,635,216387.56,PUT
asociacion del maiz la masa y la tortilla artesanal sa de cv,sinaloa,250292661,maíz,127,43277.51,PUT
asociacion del maiz la masa y la tortilla artesanal sa de cv,sinaloa,250292661,maíz,127,43277.51,PUT
suministros de maiz del mayab sa de cv,sinaloa,250292703,maíz,6858,2336985.62,PUT
granos y forrajes marfil sa de cv,sinaloa,250292513,maíz,6731,1606098.62,CALL
granos y forrajes marfil sa de cv,sinaloa,250292513,maíz,8890,2121262.32,CALL
granos y forrajes marfil sa de cv,sinaloa,250292513,maíz,4953,1181846.15,CALL
granos y forrajes marfil sa de cv,sinaloa,250292513,maíz,381,90911.24,CALL
granos y forrajes marfil sa de cv,sinaloa,250292513,maíz,1143,259389.28,CALL
granos y forrajes marfil sa de cv,sinaloa,250292513,maíz,127,28821.03,CALL
granos y forrajes marfil sa de cv,sinaloa,250292554,maíz,4191,951094.04,CALL
granos y forrajes marfil sa de cv,sinaloa,250292554,maíz,5588,1268125.39,CALL
granos y forrajes marfil sa de cv,sinaloa,250292554,maíz,2794,634062.69,CALL
granos y forrajes marfil sa de cv,sinaloa,250292554,maíz,1270,288210.32,CALL
granos y forrajes marfil sa de cv,sinaloa,250292596,maíz,2159,489957.54,CALL
granos y forrajes marfil sa de cv,sinaloa,250292596,maíz,2794,634062.69,CALL
granos y forrajes marfil sa de cv,sinaloa,250292596,maíz,1524,345852.38,CALL
granos y forrajes marfil sa de cv,sinaloa,250292596,maíz,508,115284.13,CALL
granos y forrajes marfil sa de cv,sinaloa,250292596,maíz,127,28821.03,CALL
granos y forrajes marfil sa de cv,sinaloa,250292638,maíz,2032,461136.51,CALL
granos y forrajes marfil sa de cv,sinaloa,250292638,maíz,2794,625907.76,CALL
granos y forrajes marfil sa de cv,sinaloa,250292638,maíz,1524,341404.23,CALL
granos y forrajes marfil sa de cv,sinaloa,250292638,maíz,508,113801.41,CALL
integradora caades sa de cv,sinaloa,250292679,maíz,2540,569007.05,CALL
integradora caades sa de cv,sinaloa,250292679,maíz,127,28450.35,CALL
graneros unidos sa de cv,sinaloa,250292711,maíz,2032,455205.64,CALL
graneros unidos sa de cv,sinaloa,250292711,maíz,14352,3214889.84,CALL
graneros unidos sa de cv,sinaloa,250292711,maíz,889,199152.47,CALL
molinos del sudeste sa de cv,sonora,260596937,trigo,2449,778995.21,PUT
molinos del sudeste sa de cv,sonora,260596945,trigo,544,214626.09,PUT
molinos del sudeste sa de cv,sonora,260596945,trigo,2041,804847.84,PUT
molinos del sudeste sa de cv,sonora,260596952,trigo,5035,2396745.01,PUT
comercializadora agroindustrial aoass sa de cv,sonora,260596960,trigo,10070,2928233.42,CALL
munsa molinos sa de cv,sinaloa,250590304,trigo,3266,1056452.87,PUT
munsa molinos sa de cv,sinaloa,250590304,trigo,680,220094.35,PUT
munsa molinos sa de cv,sinaloa,250590304,trigo,272,88037.74,PUT
munsa molinos sa de cv,sinaloa,250590304,trigo,136,44018.87,PUT
grupo trimex sa de cv,sonora,260596812,trigo,2585,836358.52,PUT
grupo trimex sa de cv,sonora,260596846,trigo,2858,924396.26,PUT
tablex miller s de rl de cv,sonora,260596879,trigo,11294,3653566.17,PUT
harinera los pirineos sa de cv,sonora,260596903,trigo,1633,528226.43,PUT
munsa molinos sa de cv,sinaloa,250590312,trigo,3946,1534539.78,PUT
munsa molinos sa de cv,sinaloa,250590312,trigo,136,52915.16,PUT
munsa molinos sa de cv,sinaloa,250590312,trigo,272,105830.33,PUT
grupo trimex sa de cv,sonora,260596820,trigo,2449,952472.97,PUT
grupo trimex sa de cv,sonora,260596820,trigo,136,53285.84,PUT
harinera guadalupe sa de cv,sonora,260596796,trigo,14969,5861442.82,PUT
grupo trimex sa de cv,sonora,260596853,trigo,2858,1119002.72,PUT
tablex miller s de rl de cv,sonora,260596887,trigo,11294,4422725.04,PUT
harinera los pirineos sa de cv,sonora,260596911,trigo,1769,692715.97,PUT
grupo trimex sa de cv,sonora,260596838,trigo,2449,1179328.5,PUT
munsa molinos sa de cv,sinaloa,250590320,trigo,7756,3734540.25,PUT
munsa molinos sa de cv,sinaloa,250590320,trigo,1089,524146,PUT
grupo trimex sa de cv,sonora,260596861,trigo,8709,4193168,PUT
tablex miller s de rl de cv,sonora,260596895,trigo,22453,10810511.25,PUT
harinera los pirineos sa de cv,sonora,260596929,trigo,3402,1637956.25,PUT
agricola roher spr de ri,sinaloa,250590338,trigo,5171,1503687.43,CALL
agricola roher spr de ri,sinaloa,250590338,trigo,544,158282.89,CALL
agrolaro sa de cv,sinaloa,250590346,trigo,3674,1068409.49,CALL
agrolaro sa de cv,sinaloa,250590346,trigo,544,158282.89,CALL
servicios integrales de comercializacion jisaly sa de cv,sinaloa,250590353,trigo,7620,2215960.42,CALL
comercializadora agroindustrial aoass sa de cv,sonora,260596804,trigo,8029,2334672.59,CALL
comercializadora agroindustrial aoass sa de cv,sonora,260596804,trigo,6940,2018106.81,CALL
feriva spr de rl,sonora,260597406,trigo,7620,2215960.42,CALL
ana lucia para luders,sonora,260597414,trigo,544,158282.89,CALL
olivia luders castelo,sonora,260597422,trigo,544,158282.89,CALL
alvaro leal reyna,sonora,260597430,trigo,136,39570.72,CALL
alvaro leal reyna,sonora,260597430,trigo,136,39570.72,CALL
francisco garcia cinco,sonora,260597448,trigo,544,158282.89,CALL
carlos armando garcia arvayo,sonora,260597455,trigo,408,118712.17,CALL
campo santa lucia sa de cv,sonora,260597463,trigo,3538,1028838.77,CALL
campo santa lucia sa de cv,sonora,260597463,trigo,4082,1187121.65,CALL
campo santa lucia sa de cv,sonora,260597463,trigo,136,39570.72,CALL
randolfo campa encinas,sonora,260597471,trigo,816,237424.33,CALL
randolfo campa encinas,sonora,260597471,trigo,136,39570.72,CALL
la gloria del sahuaral spr de ri,sonora,260597489,trigo,1497,435277.94,CALL
la gloria del sahuaral spr de ri,sonora,260597489,trigo,272,79141.44,CALL
la gloria del sahuaral spr de ri,sonora,260597489,trigo,136,39570.72,CALL
la gloria del sahuaral spr de ri,sonora,260597489,trigo,136,39570.72,CALL
don eduardo aldama spr de ri,sonora,260597497,trigo,544,158282.89,CALL
doña licha spr de ri,sonora,260597505,trigo,816,237424.33,CALL
vera ayala alicia,sonora,260596978,trigo,272,79141.44,CALL
juan ramon aguilar lopez,sonora,260596986,trigo,136,39570.72,CALL
barredezspr de ri,sonora,260596994,trigo,1361,395707.22,CALL
barredezspr de ri,sonora,260596994,trigo,272,79141.44,CALL
walter gerardo almada almada,sonora,260597000,trigo,272,79141.44,CALL
rancho santa maria las reynas spr de ri,sonora,260597018,trigo,408,118712.17,CALL
myriam barcenas guevara,sonora,260597026,trigo,272,79141.44,CALL
bravo jardon raymundo,sonora,260597034,trigo,408,118712.17,CALL
yedras spr de ri,sonora,260597042,trigo,408,118712.17,CALL
yedras spr de ri,sonora,260597042,trigo,136,39570.72,CALL
antonio valle paredes spr de ri,sonora,260597059,trigo,1225,356136.5,CALL
campos jimenez spr de ri,sonora,260597067,trigo,272,79141.44,CALL
adolfo mora mendoza,sonora,260597075,trigo,408,118712.17,CALL
integradora  de  organismos campesinos del noroeste sa de cv,sonora,260597083,trigo,2449,712272.99,CALL
productores de la irrigacion spr de rl,sonora,260597091,trigo,816,237424.33,CALL
productores de la irrigacion spr de rl,sonora,260597091,trigo,272,79141.44,CALL
vision xxi stg sa de cv,sonora,260597109,trigo,7893,2295101.87,CALL
vision xxi stg sa de cv,sonora,260597109,trigo,1089,316565.77,CALL
barrueta hernandez hortencia,sonora,260597117,trigo,136,39570.72,CALL
17 de octubre spr de ri,sonora,260597125,trigo,1769,514419.38,CALL
mario lopez almada,sonora,260597133,trigo,2994,870555.88,CALL
ana sofia lopez cruz,sonora,260597141,trigo,272,79141.44,CALL
union de credito agricola e industrial   colonos de la irrigacion sa de cv,sonora,260597158,trigo,16465,4788057.34,CALL
union de credito agricola e industrial  colonos  de  la irrigacion sa de cv,sonora,260597166,trigo,5035,1464116.71,CALL
quintana mendez severiano,sonora,260597174,trigo,136,39570.72,CALL
valencia flores monico,sonora,260597182,trigo,136,39570.72,CALL
salazar martinez amparo,sonora,260597190,trigo,136,39570.72,CALL
rodriguez chaidez enrique,sonora,260597208,trigo,272,79141.44,CALL
angel ernesto spr de rl,sonora,260597216,trigo,544,158282.89,CALL
angel ernesto spr de rl,sonora,260597216,trigo,136,39570.72,CALL
serviagro del norte s de rl de cv,sonora,260597224,trigo,544,158282.89,CALL
comercializadora agropecuaria y acuicola del fuerte mayo sonora ac,sonora,260597232,trigo,816,237424.33,CALL
serviagro del norte s de rl de cv,sonora,260597240,trigo,136,39570.72,CALL
serviagro del norte s de rl de cv,sonora,260597257,trigo,136,39570.72,CALL
serviagro del norte s de rl de cv,sonora,260597265,trigo,136,39570.72,CALL
comercializadora agropecuaria y acuicola del fuerte mayo sonora ac,sonora,260597273,trigo,272,79141.44,CALL
comercializadora  agropecuaria y acuicola del fuerte mayo sonora ac,sonora,260597273,trigo,272,79141.44,CALL
comercializadora agropecuaria y acuicola del fuerte mayo sonora ac,sonora,260597281,trigo,136,39570.72,CALL
konitaka spr de ri,sonora,260597299,trigo,272,79141.44,CALL
enriquez enriquez jose silvestre,sonora,260597307,trigo,136,39570.72,CALL
meraz quiroz claudia isabel,sonora,260597315,trigo,136,39570.72,CALL
rivera ramos eugenio,sonora,260597323,trigo,272,79141.44,CALL
austin vega ramon francisco,sonora,260597331,trigo,136,39570.72,CALL
osuna leyva aurelio,sonora,260597349,trigo,136,39570.72,CALL
israel cardenas atienzo,sonora,260597356,trigo,136,39570.72,CALL
union de credito agropecurio e industrial colonos de irrigacion sa de cv,sonora,260597364,trigo,272,79141.44,CALL
lopez castro edgar,sonora,260597372,trigo,136,39570.72,CALL
