NOMENT,NOMMUN,CLAVE_LOC,NOMLOC,FAMILIA,RAMA1,LENG1,VARIAN1,RAMA2,TITULO,IDENTICO,TITU_DERIV,TITULO_ANT,CLASE,EXPEDIENTE,AGENCIA,NOMBRELOTE,MUNICIPIO,ESTAMU,FECHA_SOL,SUPERFICIE,TITULAR,SUST1,SUST2,SUST3,SUST4,SUST5,SUST6,SUST7,SUST8,SUST9,EXPEDICION,VIGENCIA,ISLA,OBSERVA,CONDICION,TIPO_CAN,FECHA_OF,HECTAREAS
MEXICO,TEMASCALTEPEC,150860027,SAN ANDRES DE LOS GAMA,Oto-mangue,Otopame,otomi,otomi del centro,,229918,,,,EXPLOR.,175,104,RENACIMIENTO,SAN SIMON DE GUERRERO,MEX.,06/14/2006,31700,"LA GUITARRA COMPAÑIA MINERA, S.A. DE C.V.",Au,Ag,Cu,Zn,TSP,,,,,06/28/2007,06/27/2057,,,VIGENTE,,,39541.0909195
MEXICO,TEMASCALTEPEC,150860073,EJIDO REAL DE ARRIBA,Oto-mangue,Otopame,otomi,otomi del centro,,229918,,,,EXPLOR.,175,104,RENACIMIENTO,SAN SIMON DE GUERRERO,MEX.,06/14/2006,31700,"LA GUITARRA COMPAÑIA MINERA, S.A. DE C.V.",Au,Ag,Cu,Zn,TSP,,,,,06/28/2007,06/27/2057,,,VIGENTE,,,39541.0909195
MEXICO,TEMASCALTEPEC,150860001,TEMASCALTEPEC DE GONZALEZ,Oto-mangue,Otopame,otomi,otomi del centro,,229918,,,,EXPLOR.,175,104,RENACIMIENTO,SAN SIMON DE GUERRERO,MEX.,06/14/2006,31700,"LA GUITARRA COMPAÑIA MINERA, S.A. DE C.V.",Au,Ag,Cu,Zn,TSP,,,,,06/28/2007,06/27/2057,,,VIGENTE,,,39541.0909195
MEXICO,TEMASCALTEPEC,150860001,TEMASCALTEPEC DE GONZALEZ,Oto-mangue,Otopame,otomi,otomi del centro,,218797,,,203637,EXPLOT.,5/1.3/689,104,MINA DE AGUA,TEMASCALTEPEC,MEX.,08/30/2002,2239,"MINERA ARAUCO, S.A. DE C.V.",Au,Ag,Pb,Cu,Zn,,,,,01/17/2003,01/16/2053,,,VIGENTE,,,2228.71296943
MEXICO,TEMASCALTEPEC,150860061,BARRIO LA CASCADA (BARRIO DEL VARAL),Oto-mangue,Otopame,otomi,otomi del centro,,229918,,,,EXPLOR.,175,104,RENACIMIENTO,SAN SIMON DE GUERRERO,MEX.,06/14/2006,31700,"LA GUITARRA COMPAÑIA MINERA, S.A. DE C.V.",Au,Ag,Cu,Zn,TSP,,,,,06/28/2007,06/27/2057,,,VIGENTE,,,39541.0909195
MEXICO,TEMASCALTEPEC,150860003,SAN SEBASTIAN CARBONERAS (CARBONERAS),Oto-mangue,Otopame,otomi,otomi del centro,,229918,,,,EXPLOR.,175,104,RENACIMIENTO,SAN SIMON DE GUERRERO,MEX.,06/14/2006,31700,"LA GUITARRA COMPAÑIA MINERA, S.A. DE C.V.",Au,Ag,Cu,Zn,TSP,,,,,06/28/2007,06/27/2057,,,VIGENTE,,,39541.0909195
MEXICO,TEMASCALTEPEC,150860035,SAN MARTIN TEQUESQUIPAN (TEQUESQUIPAN),Oto-mangue,Otopame,otomi,otomi del centro,,229918,,,,EXPLOR.,175,104,RENACIMIENTO,SAN SIMON DE GUERRERO,MEX.,06/14/2006,31700,"LA GUITARRA COMPAÑIA MINERA, S.A. DE C.V.",Au,Ag,Cu,Zn,TSP,,,,,06/28/2007,06/27/2057,,,VIGENTE,,,39541.0909195
MEXICO,TEMASCALTEPEC,150860002,"ALBARRADA, LA (SAN FRANCISCO LA ALBARRADA)",Oto-mangue,Otopame,otomi,otomi del centro,,229918,,,,EXPLOR.,175,104,RENACIMIENTO,SAN SIMON DE GUERRERO,MEX.,06/14/2006,31700,"LA GUITARRA COMPAÑIA MINERA, S.A. DE C.V.",Au,Ag,Cu,Zn,TSP,,,,,06/28/2007,06/27/2057,,,VIGENTE,,,39541.0909195
MEXICO,TEMASCALTEPEC,150860002,"ALBARRADA, LA (SAN FRANCISCO LA ALBARRADA)",Oto-mangue,Otopame,otomi,otomi del centro,,217506,,,202769,EXPLOT.,5/1.3/652,104,EL NAZARENO,VALLE DE BRAVO,MEX.,11/28/2001,897.4,"MINAS DE SANLUIS, S.A. DE C.V.",Au,Ag,Pb,Cu,Zn,,,,,07/16/2002,07/15/2052,,,VIGENTE,,,892.905745638
MEXICO,TEMASCALTEPEC,150860030,SAN LUCAS DEL PULQUE,Oto-mangue,Otopame,otomi,otomi del centro,,229918,,,,EXPLOR.,175,104,RENACIMIENTO,SAN SIMON DE GUERRERO,MEX.,06/14/2006,31700,"LA GUITARRA COMPAÑIA MINERA, S.A. DE C.V.",Au,Ag,Cu,Zn,TSP,,,,,06/28/2007,06/27/2057,,,VIGENTE,,,39541.0909195
COLIMA,MANZANILLO,060070044,JALIPA,Yuto-nahua,Nahua-pochuteco,nahuatl,mexicano bajo de occidente,,240532,,,,EXPLOR.,380,102,ANGELO,MANZANILLO,COL.,02/25/2009,13050,KATIA LUCIA CUEN RENTERIA,Au,Ag,Cu,Fe,Pb,TSP,,,,06/12/2012,06/11/2062,,,VIGENTE,,,17607.8358732
COLIMA,MANZANILLO,060070058,"NARANJO, EL",Yuto-nahua,Nahua-pochuteco,nahuatl,mexicano bajo de occidente,,238739,,,,EXPLOR.,390,102,SAN FRANCISCO  FRACC. 3,MANZANILLO,COL.,08/20/2009,617.4,"CHAPULTEPEC MINING CORPORATION, S.A. DE C.V.",Au,Ag,TSP,Fe,,,,,,10/18/2011,10/17/2061,,,VIGENTE,,,614.273289203
COLIMA,MANZANILLO,060070011,CAMOTLAN DE MIRAFLORES,Yuto-nahua,Nahua-pochuteco,nahuatl,mexicano bajo de occidente,,240532,,,,EXPLOR.,380,102,ANGELO,MANZANILLO,COL.,02/25/2009,13050,KATIA LUCIA CUEN RENTERIA,Au,Ag,Cu,Fe,Pb,TSP,,,,06/12/2012,06/11/2062,,,VIGENTE,,,17607.8358732
MEXICO,IXTAPAN DEL ORO,150410010,"TEPERREAL, EL",Oto-mangue,Otopame,mazahua,mazahua de oriente,,226901,,,221699,D-EXPLOR,5/3/29,104,IXTAPAN DEL ORO B,IXTAPAN DEL ORO,MEX.,02/13/2006,4539,"ORO GOLD DE MEXICO, S.A. DE C.V.",POT,TSP,,,,,,,,03/23/2006,03/11/2054,,,VIGENTE,,,4713.41477075
MEXICO,IXTAPAN DEL ORO,150410004,MIAHUATLAN DE HIDALGO (SANTA CRUZ MIAHUATLAN),Oto-mangue,Otopame,mazahua,mazahua de oriente,,226901,,,221699,D-EXPLOR,5/3/29,104,IXTAPAN DEL ORO B,IXTAPAN DEL ORO,MEX.,02/13/2006,4539,"ORO GOLD DE MEXICO, S.A. DE C.V.",POT,TSP,,,,,,,,03/23/2006,03/11/2054,,,VIGENTE,,,4713.41477075
MEXICO,VILLA DE ALLENDE,151110030,SAN JERONIMO TOTOLTEPEC,Oto-mangue,Otopame,mazahua,mazahua de oriente,,238868,,,,EXPLOR.,251,104,DONATO,DONATO GUERRA,MEX.,03/24/2011,9028,"EXPLORACIONES MINERAS PEÑOLES, S.A. DE C.V.",Au,Ag,Pb,Cu,Zn,TUN,Mo,TSP,,11/08/2011,11/07/2061,,,VIGENTE,,,9007.84788366
JALISCO,CUAUTITLAN DE GARCIA BARRAGAN,140270087,PLAN DE MENDEZ,Yuto-nahua,Nahua-pochuteco,nahuatl,mexicano de occidente,,235133,,,,EXPLOR.,16639,45,LA CASUALIDAD FRACC. 2,CUAUTITLAN,JAL.,03/05/2008,525.2,MANUEL MEZA DIAZ Y SOCIOS,Au,Ag,Cu,Fe,TSP,,,,,10/15/2009,10/14/2059,,,VIGENTE,,,522.318554485
JALISCO,CUAUTITLAN DE GARCIA BARRAGAN,140270031,CHACALA,Yuto-nahua,Nahua-pochuteco,nahuatl,mexicano de occidente,,234831,,,,EXPLOR.,16612,45,LOS TRES COMPADRES,CUAUTITLAN,JAL.,01/15/2008,11310,VICTOR MANUEL PELAYO ARECHIGA,Au,Ag,Fe,Cu,TSP,,,,,08/28/2009,08/27/2059,,,VIGENTE,,,11250.322935
JALISCO,CUAUTITLAN DE GARCIA BARRAGAN,140270031,CHACALA,Yuto-nahua,Nahua-pochuteco,nahuatl,mexicano de occidente,,240287,,,,EXPLOR.,17689,45,LA HUASTECA FRACC. I,CUAUTITLAN,JAL.,09/30/2011,778,RUBEN BARAJAS CHAVEZ Y SOCIOS,Au,Ag,Fe,Cu,TSP,,,,,05/17/2012,05/16/2062,,,VIGENTE,,,773.708467029
JALISCO,CUAUTITLAN DE GARCIA BARRAGAN,140270035,"CHICO, EL",Yuto-nahua,Nahua-pochuteco,nahuatl,mexicano de occidente,,234830,,,,EXPLOR.,16457,45,LA GALLINA,CUAUTITLAN,JAL.,03/30/2007,11310,ALFREDO NAVARRO ALCAZAR Y SOCIOS,Fe,Au,Cu,TSP,,,,,,08/28/2009,08/27/2059,,,VIGENTE,,,11664.2001764
JALISCO,CUAUTITLAN DE GARCIA BARRAGAN,140270101,PLAN DE SAN ANTONIO,Yuto-nahua,Nahua-pochuteco,nahuatl,mexicano de occidente,,227602,,,,EXPLOR.,16180,45,LOS JUANES,CUAUTITLAN,JAL.,09/29/2005,7516,"CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA, S.A. DE C.V.",Fe,TSP,,,,,,,,07/18/2006,07/17/2056,,,VIGENTE,,,7473.22634329
JALISCO,CUAUTITLAN DE GARCIA BARRAGAN,140270115,"TERREROS, LOS",Yuto-nahua,Nahua-pochuteco,nahuatl,mexicano de occidente,,234830,,,,EXPLOR.,16457,45,LA GALLINA,CUAUTITLAN,JAL.,03/30/2007,11310,ALFREDO NAVARRO ALCAZAR Y SOCIOS,Fe,Au,Cu,TSP,,,,,,08/28/2009,08/27/2059,,,VIGENTE,,,11664.2001764
JALISCO,CUAUTITLAN DE GARCIA BARRAGAN,140270067,MOJONERAS,Yuto-nahua,Nahua-pochuteco,nahuatl,mexicano de occidente,,237324,,,,EXPLOR.,17070,45,LAS ONZAS,CUAUTITLAN,JAL.,03/09/2010,500,IGNACIO MANUEL AMEZCUA SANTANA Y SOCIOS,Fe,Au,Ag,Cu,TSP,,,,,12/09/2010,12/08/2060,,,VIGENTE,,,497.158066348
JALISCO,CUAUTITLAN DE GARCIA BARRAGAN,140270040,"ESPINOS, LOS",Yuto-nahua,Nahua-pochuteco,nahuatl,mexicano de occidente,,229030,,,,EXPLOR.,16350,45,LA REATA,LA HUERTA,JAL.,09/12/2006,55050,JOSE CRUZ SOLORIO SANTANA Y SOCIOS,Au,Ag,Cu,Fe,TSP,,,,,02/28/2007,02/27/2057,,,VIGENTE,,,55844.2047111
JALISCO,CUAUTITLAN DE GARCIA BARRAGAN,140270104,SANTA ROSA,Yuto-nahua,Nahua-pochuteco,nahuatl,mexicano de occidente,,229030,,,,EXPLOR.,16350,45,LA REATA,LA HUERTA,JAL.,09/12/2006,55050,JOSE CRUZ SOLORIO SANTANA Y SOCIOS,Au,Ag,Cu,Fe,TSP,,,,,02/28/2007,02/27/2057,,,VIGENTE,,,55844.2047111
JALISCO,CUAUTITLAN DE GARCIA BARRAGAN,140270150,CORTAPICO,Yuto-nahua,Nahua-pochuteco,nahuatl,mexicano de occidente,,227602,,,,EXPLOR.,16180,45,LOS JUANES,CUAUTITLAN,JAL.,09/29/2005,7516,"CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA, S.A. DE C.V.",Fe,TSP,,,,,,,,07/18/2006,07/17/2056,,,VIGENTE,,,7473.22634329
JALISCO,CUAUTITLAN DE GARCIA BARRAGAN,140270163,"SAUCES, LOS",Yuto-nahua,Nahua-pochuteco,nahuatl,mexicano de occidente,,227602,,,,EXPLOR.,16180,45,LOS JUANES,CUAUTITLAN,JAL.,09/29/2005,7516,"CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA, S.A. DE C.V.",Fe,TSP,,,,,,,,07/18/2006,07/17/2056,,,VIGENTE,,,7473.22634329
JALISCO,CUAUTITLAN DE GARCIA BARRAGAN,140270248,"ENCINOS, LOS",Yuto-nahua,Nahua-pochuteco,nahuatl,mexicano de occidente,,227602,,,,EXPLOR.,16180,45,LOS JUANES,CUAUTITLAN,JAL.,09/29/2005,7516,"CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA, S.A. DE C.V.",Fe,TSP,,,,,,,,07/18/2006,07/17/2056,,,VIGENTE,,,7473.22634329
JALISCO,CUAUTITLAN DE GARCIA BARRAGAN,140270001,CUAUTITLAN DE GARCIA BARRAGAN,Yuto-nahua,Nahua-pochuteco,nahuatl,mexicano de occidente,,229030,,,,EXPLOR.,16350,45,LA REATA,LA HUERTA,JAL.,09/12/2006,55050,JOSE CRUZ SOLORIO SANTANA Y SOCIOS,Au,Ag,Cu,Fe,TSP,,,,,02/28/2007,02/27/2057,,,VIGENTE,,,55844.2047111
JALISCO,CUAUTITLAN DE GARCIA BARRAGAN,140270211,"ROSITA, LA",Yuto-nahua,Nahua-pochuteco,nahuatl,mexicano de occidente,,227602,,,,EXPLOR.,16180,45,LOS JUANES,CUAUTITLAN,JAL.,09/29/2005,7516,"CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA, S.A. DE C.V.",Fe,TSP,,,,,,,,07/18/2006,07/17/2056,,,VIGENTE,,,7473.22634329
JALISCO,CUAUTITLAN DE GARCIA BARRAGAN,140270012,AYOTITLAN,Yuto-nahua,Nahua-pochuteco,nahuatl,mexicano de occidente,,234212,,,,EXPLOR.,16864,45,ADAN,CUAUTITLAN,JAL.,09/05/2008,262.8,MANUEL MEZA DIAZ,Fe,Cu,Ag,Au,TSP,,,,,06/05/2009,06/04/2059,,,VIGENTE,,,261.260869918
JALISCO,CUAUTITLAN DE GARCIA BARRAGAN,140270165,TIERRAS NEGRAS,Yuto-nahua,Nahua-pochuteco,nahuatl,mexicano de occidente,,203385,,,,EXPLOR.,14243,45,DIOS ME AYUDE,CUAUTITLAN,JAL.,04/12/1995,198,J. SERAFIN GOMEZ GOMEZ,,,,,,,,,,07/19/1996,07/18/2002,,,VIGENTE,,,196.823635457
MICHOACAN DE OCAMPO,ZITACUARO,161120179,"MESA DEL RINCON DE CURUNGUEO, LA",Oto-mangue,Otopame,otomi,otomi del oeste,,218149,,,,EXPLOR.,7413,54,MINA DE LA LUZ,ZITACUARO,MICH.,07/03/2002,100,ADOLFO VANEGAS REBOLLO Y SOCS.,Au,Ag,Fe,Cu,Zn,,,,,10/11/2002,10/10/2008,,,VIGENTE,,,99.4161245114
PUEBLA,IXTACAMAXTITLAN,210830021,MINILLAS,Yuto-nahua,Nahua-pochuteco,nahuatl,"nahuatl de la Sierra, noreste de Puebla",,236562,,,234013,R-EXPLOR,5/2/105,107,SEGUNDA REDUCCIaN CALDERA,LIBRES,PUE.,06/03/2010,6706,"MINERA GAVILAN, S.A. DE C.V.",Au,Ag,Pb,Cu,Zn,,,Cu,,07/09/2010,02/21/2058,,,VIGENTE,,,10621.4519327
PUEBLA,IXTACAMAXTITLAN,210830133,PLAN DE GUADALUPE,Yuto-nahua,Nahua-pochuteco,nahuatl,"nahuatl de la Sierra, noreste de Puebla",,236562,,,234013,R-EXPLOR,5/2/105,107,SEGUNDA REDUCCIaN CALDERA,LIBRES,PUE.,06/03/2010,6706,"MINERA GAVILAN, S.A. DE C.V.",Au,Ag,Pb,Cu,Zn,,,Cu,,07/09/2010,02/21/2058,,,VIGENTE,,,10621.4519327
MICHOACAN DE OCAMPO,ZITACUARO,161120184,"DERRUMBADERO, EL",Oto-mangue,Otopame,otomi,otomi del oeste,,240095,,,,EXPLOR.,8667,54,APORO,IRIMBO,MICH.,06/22/2011,18120,"EXPLORACIONES MINERAS PEÑOLES, S.A. DE C.V.",Au,Ag,Pb,Cu,Zn,TUN,Mo,TSP,,04/13/2012,04/12/2062,,,VIGENTE,,,18160.3607625
MICHOACAN DE OCAMPO,ZITACUARO,161120172,AGUA BENDITA (EL POCITO),Oto-mangue,Otopame,otomi,otomi del oeste,,240095,,,,EXPLOR.,8667,54,APORO,IRIMBO,MICH.,06/22/2011,18120,"EXPLORACIONES MINERAS PEÑOLES, S.A. DE C.V.",Au,Ag,Pb,Cu,Zn,TUN,Mo,TSP,,04/13/2012,04/12/2062,,,VIGENTE,,,18160.3607625
MICHOACAN DE OCAMPO,OCAMPO,160610020,SAN CRISTOBAL,Oto-mangue,Otopame,mazahua,mazahua de oriente,,240095,,,,EXPLOR.,8667,54,APORO,IRIMBO,MICH.,06/22/2011,18120,"EXPLORACIONES MINERAS PEÑOLES, S.A. DE C.V.",Au,Ag,Pb,Cu,Zn,TUN,Mo,TSP,,04/13/2012,04/12/2062,,,VIGENTE,,,18160.3607625
MEXICO,SAN FELIPE DEL PROGRESO,150740108,SANTA ANA NICHI CENTRO,Oto-mangue,Otopame,mazahua,mazahua de oriente,Otopame,231732,,,,EXPLOR.,201,104,NICHI,SAN FELIPE DEL PROGRESO,MEX.,12/05/2007,992,"EXPLORACIONES MINERAS PARREÑA, S.A. DE C.V.",Au,Ag,Pb,Cu,Zn,TUN,Mo,TSP,,04/15/2008,04/14/2058,,,VIGENTE,,,985.814880688
MEXICO,SAN FELIPE DEL PROGRESO,150740037,GUADALUPE COTE,Oto-mangue,Otopame,mazahua,mazahua de oriente,Otopame,231732,,,,EXPLOR.,201,104,NICHI,SAN FELIPE DEL PROGRESO,MEX.,12/05/2007,992,"EXPLORACIONES MINERAS PARREÑA, S.A. DE C.V.",Au,Ag,Pb,Cu,Zn,TUN,Mo,TSP,,04/15/2008,04/14/2058,,,VIGENTE,,,985.814880688
MEXICO,SAN FELIPE DEL PROGRESO,150740089,SAN JUAN COTE,Oto-mangue,Otopame,mazahua,mazahua de oriente,Otopame,231732,,,,EXPLOR.,201,104,NICHI,SAN FELIPE DEL PROGRESO,MEX.,12/05/2007,992,"EXPLORACIONES MINERAS PARREÑA, S.A. DE C.V.",Au,Ag,Pb,Cu,Zn,TUN,Mo,TSP,,04/15/2008,04/14/2058,,,VIGENTE,,,985.814880688
MEXICO,SAN FELIPE DEL PROGRESO,150740069,ROSA DE PALO AMARILLO,Oto-mangue,Otopame,otomi,otomi del centro,,231987,,,231821,U-EXPLOT,9/6/28,54,UNIFICACION ANGANGUEO,ANGANGUEO,MICH.,05/22/2008,5943,"INDUSTRIAL MINERA MEXICO, S.A. DE C.V.",POT,TSP,,,,,,,,05/28/2008,05/27/2058,,,VIGENTE,,,5947.97845205
PUEBLA,IXTACAMAXTITLAN,210830034,TECOLTEMIC,Yuto-nahua,Nahua-pochuteco,nahuatl,"nahuatl de la Sierra, noreste de Puebla",,233434,,,,EXPLOR.,292,107,CERRO GRANDE 2,ZAUTLA,PUE.,07/14/2008,3028,"MINERA GAVILAN, S.A. DE C.V.",Au,Ag,Pb,Cu,Zn,TSP,,,,02/24/2009,02/23/2059,,,VIGENTE,,,3008.57607288
PUEBLA,IXTACAMAXTITLAN,210830029,SANTA MARIA SOTOLTEPEC,Yuto-nahua,Nahua-pochuteco,nahuatl,"nahuatl de la Sierra, noreste de Puebla",,233434,,,,EXPLOR.,292,107,CERRO GRANDE 2,ZAUTLA,PUE.,07/14/2008,3028,"MINERA GAVILAN, S.A. DE C.V.",Au,Ag,Pb,Cu,Zn,TSP,,,,02/24/2009,02/23/2059,,,VIGENTE,,,3008.57607288
MEXICO,SAN FELIPE DEL PROGRESO,150740068,RANCHERIA LAS ROSAS (RANCHERIA LA ROSA),Oto-mangue,Otopame,mazahua,mazahua de oriente,,220004,,,209987,R-EXPLOR,6/2/10,54,ANGANGUEO 10,TLALPUJAHUA,MICH.,01/31/2003,4617,"INDUSTRIAL MINERA MEXICO, S.A. DE C.V.",,,,,,,,,,05/20/2003,08/30/2005,,,VIGENTE,,,4587.71723953
MEXICO,SAN FELIPE DEL PROGRESO,150740014,CIENEGUILLAS (CASA BLANCA),Oto-mangue,Otopame,mazahua,mazahua de oriente,,231987,,,231821,U-EXPLOT,9/6/28,54,UNIFICACION ANGANGUEO,ANGANGUEO,MICH.,05/22/2008,5943,"INDUSTRIAL MINERA MEXICO, S.A. DE C.V.",POT,TSP,,,,,,,,05/28/2008,05/27/2058,,,VIGENTE,,,5947.97845205
MEXICO,SAN FELIPE DEL PROGRESO,150740252,EJIDO DE SAN JOSE DEL RINCON,Oto-mangue,Otopame,mazahua,mazahua de oriente,Otopame,220004,,,209987,R-EXPLOR,6/2/10,54,ANGANGUEO 10,TLALPUJAHUA,MICH.,01/31/2003,4617,"INDUSTRIAL MINERA MEXICO, S.A. DE C.V.",,,,,,,,,,05/20/2003,08/30/2005,,,VIGENTE,,,4587.71723953
MEXICO,SAN FELIPE DEL PROGRESO,150740268,COL. BENITO JUAREZ DE SANTA CRUZ DEL TEJOCOTE,Oto-mangue,Otopame,mazahua,mazahua de oriente,,220004,,,209987,R-EXPLOR,6/2/10,54,ANGANGUEO 10,TLALPUJAHUA,MICH.,01/31/2003,4617,"INDUSTRIAL MINERA MEXICO, S.A. DE C.V.",,,,,,,,,,05/20/2003,08/30/2005,,,VIGENTE,,,4587.71723953
MEXICO,SAN FELIPE DEL PROGRESO,150740144,EJIDO DE SANACOCHE,Oto-mangue,Otopame,mazahua,mazahua de oriente,,220004,,,209987,R-EXPLOR,6/2/10,54,ANGANGUEO 10,TLALPUJAHUA,MICH.,01/31/2003,4617,"INDUSTRIAL MINERA MEXICO, S.A. DE C.V.",,,,,,,,,,05/20/2003,08/30/2005,,,VIGENTE,,,4587.71723953
PUEBLA,IXTACAMAXTITLAN,210830012,CUAHUIGTIC,Yuto-nahua,Nahua-pochuteco,nahuatl,"nahuatl de la Sierra, noreste de Puebla",,219469,,,,EXPLOR.,131,107,CERRO GRANDE,TETELA DE OCAMPO,PUE.,10/28/2002,11200,"MINERA GAVILAN, S.A. DE C.V.",Au,Ag,Pb,Cu,Zn,,,,,03/06/2003,03/05/2009,,,VIGENTE,,,11128.9378059
MEXICO,SAN FELIPE DEL PROGRESO,150740073,SANACOCHE CENTRO,Oto-mangue,Otopame,otomi,otomi del centro,,220004,,,209987,R-EXPLOR,6/2/10,54,ANGANGUEO 10,TLALPUJAHUA,MICH.,01/31/2003,4617,"INDUSTRIAL MINERA MEXICO, S.A. DE C.V.",,,,,,,,,,05/20/2003,08/30/2005,,,VIGENTE,,,4587.71723953
MEXICO,SAN FELIPE DEL PROGRESO,150740110,SANTA CRUZ DEL TEJOCOTE,Oto-mangue,Otopame,mazahua,mazahua de oriente,Otopame,220004,,,209987,R-EXPLOR,6/2/10,54,ANGANGUEO 10,TLALPUJAHUA,MICH.,01/31/2003,4617,"INDUSTRIAL MINERA MEXICO, S.A. DE C.V.",,,,,,,,,,05/20/2003,08/30/2005,,,VIGENTE,,,4587.71723953
PUEBLA,IXTACAMAXTITLAN,210830055,XOPANAC,Yuto-nahua,Nahua-pochuteco,nahuatl,"nahuatl de la Sierra, noreste de Puebla",,219469,,,,EXPLOR.,131,107,CERRO GRANDE,TETELA DE OCAMPO,PUE.,10/28/2002,11200,"MINERA GAVILAN, S.A. DE C.V.",Au,Ag,Pb,Cu,Zn,,,,,03/06/2003,03/05/2009,,,VIGENTE,,,11128.9378059
PUEBLA,IXTACAMAXTITLAN,210830038,TENTZONCUAHUIGTIC,Yuto-nahua,Nahua-pochuteco,nahuatl,"nahuatl de la Sierra, noreste de Puebla",,219469,,,,EXPLOR.,131,107,CERRO GRANDE,TETELA DE OCAMPO,PUE.,10/28/2002,11200,"MINERA GAVILAN, S.A. DE C.V.",Au,Ag,Pb,Cu,Zn,,,,,03/06/2003,03/05/2009,,,VIGENTE,,,11128.9378059
MEXICO,SAN FELIPE DEL PROGRESO,150740253,FABRICA PUEBLO NUEVO MONTE ALTO,Oto-mangue,Otopame,mazahua,mazahua de oriente,,220004,,,209987,R-EXPLOR,6/2/10,54,ANGANGUEO 10,TLALPUJAHUA,MICH.,01/31/2003,4617,"INDUSTRIAL MINERA MEXICO, S.A. DE C.V.",,,,,,,,,,05/20/2003,08/30/2005,,,VIGENTE,,,4587.71723953
MEXICO,SAN FELIPE DEL PROGRESO,150740265,BARRIO EL TEPETATE DE SAN ANTONIO BUENAVISTA,Oto-mangue,Otopame,mazahua,mazahua de oriente,,220004,,,209987,R-EXPLOR,6/2/10,54,ANGANGUEO 10,TLALPUJAHUA,MICH.,01/31/2003,4617,"INDUSTRIAL MINERA MEXICO, S.A. DE C.V.",,,,,,,,,,05/20/2003,08/30/2005,,,VIGENTE,,,4587.71723953
PUEBLA,IXTACAMAXTITLAN,210830047,TULIGTIC (SAN MIGUEL),Yuto-nahua,Nahua-pochuteco,nahuatl,"nahuatl de la Sierra, noreste de Puebla",,219469,,,,EXPLOR.,131,107,CERRO GRANDE,TETELA DE OCAMPO,PUE.,10/28/2002,11200,"MINERA GAVILAN, S.A. DE C.V.",Au,Ag,Pb,Cu,Zn,,,,,03/06/2003,03/05/2009,,,VIGENTE,,,11128.9378059
PUEBLA,TETELA DE OCAMPO,211720040,"CHAPAS, LAS",Yuto-nahua,Nahua-pochuteco,nahuatl,"nahuatl de la Sierra, noreste de Puebla",,219469,,,,EXPLOR.,131,107,CERRO GRANDE,TETELA DE OCAMPO,PUE.,10/28/2002,11200,"MINERA GAVILAN, S.A. DE C.V.",Au,Ag,Pb,Cu,Zn,,,,,03/06/2003,03/05/2009,,,VIGENTE,,,11128.9378059
MEXICO,SAN FELIPE DEL PROGRESO,150740273,GUARDA LA LAGUNITA EL POTRERO,Oto-mangue,Otopame,mazahua,mazahua de oriente,,226077,,,221633,EXPLOT.,5/1/808,104,ANGANGUEO 11,SAN FELIPE DEL PROGRESO,MEX.,08/30/2005,2910,"INDUSTRIAL MINERA MEXICO, S.A. DE C.V.",Au,Ag,Pb,Cu,Zn,,,,,11/16/2005,11/15/2055,,,VIGENTE,,,2891.04627608
MEXICO,SAN FELIPE DEL PROGRESO,150740213,SAN JUAN EVANGELISTA FRACCION DIEZ (SAN JUAN),Oto-mangue,Otopame,mazahua,mazahua de oriente,Otopame,226077,,,221633,EXPLOT.,5/1/808,104,ANGANGUEO 11,SAN FELIPE DEL PROGRESO,MEX.,08/30/2005,2910,"INDUSTRIAL MINERA MEXICO, S.A. DE C.V.",Au,Ag,Pb,Cu,Zn,,,,,11/16/2005,11/15/2055,,,VIGENTE,,,2891.04627608
MEXICO,SAN FELIPE DEL PROGRESO,150740047,JESUS CARRANZA,Oto-mangue,Otopame,mazahua,mazahua de oriente,,226077,,,221633,EXPLOT.,5/1/808,104,ANGANGUEO 11,SAN FELIPE DEL PROGRESO,MEX.,08/30/2005,2910,"INDUSTRIAL MINERA MEXICO, S.A. DE C.V.",Au,Ag,Pb,Cu,Zn,,,,,11/16/2005,11/15/2055,,,VIGENTE,,,2891.04627608
MEXICO,SAN FELIPE DEL PROGRESO,150740198,GUARDA SAN ANTONIO PLAZA DE GALLOS,Oto-mangue,Otopame,mazahua,mazahua de oriente,,220004,,,209987,R-EXPLOR,6/2/10,54,ANGANGUEO 10,TLALPUJAHUA,MICH.,01/31/2003,4617,"INDUSTRIAL MINERA MEXICO, S.A. DE C.V.",,,,,,,,,,05/20/2003,08/30/2005,,,VIGENTE,,,4587.71723953
MEXICO,SAN FELIPE DEL PROGRESO,150740091,SAN JUAN RIOYOS,Oto-mangue,Otopame,mazahua,mazahua de oriente,,232077,,,,EXPLOR.,200,104,SANTA RITA,SAN FELIPE DEL PROGRESO,MEX.,11/16/2007,1682,"EXPLORACIONES MINERAS PARREÑA, S.A. DE C.V.",POT,TUN,Mo,TSP,,,,,,06/10/2008,06/09/2058,,,VIGENTE,,,1670.67992391
